movie_id,director,leads
FS20200294,아니쉬 차간티,사라 폴슨(다이앤)|팻 힐리|키에라 앨런
FS20144442,김대승,유승호|고아라(청명)|곽도원
FS20156708,정식,고수(이석진/최승만)|김주혁|문성근
FS20218604,쿄고쿠 타카히코,박영남(짱구)|김환진(짱구 아빠)|강희선(짱구 엄마)
FS20060337,마틴 스콜세지,레오나르도 디카프리오(빌리 코스티건)|맷 데이먼(콜린 설리반)
FS20231348,하시모토 마사카즈,
FS20110312,김태경,박보영(세희)|주원(준혁)|강별(정미)
FS20140522,경석호,강경우(강쇠)
FS20090412,야마모토 타이치로,타카야마 미나미(코난)|야마자키 와카나(모리 란)|이현진(미란 (한국어 목소리))
FS20240398,민규동,이혜영(조각)|김성철(투우)|연우진(강선생)
FS20150966,주지홍,차태현(이형)|김유정(스컬리)|서현진(현경)
FS20152703,마르쿠스 블런더,소피 로우|피터 스토메어
FS20113631,박철수,조선묵|안지혜(희래)|오인혜(수지)
FS19950084,프랭크 다라본트,팀 로빈스|모건 프리먼
FS20100991,라이언 머피,줄리아 로버츠|제임스 프랑코
FS20111702,테라모토 유키요,미즈타 와사비
FS20168366,다라 오코넬,하성용(바나클)|정재헌(콰지)|엄상현(페이소)
FS20226431,크리스토퍼 놀란,킬리언 머피|에밀리 블런트|맷 데이먼
FS20161589,이재용,윤여정|전무송|윤계상(도훈)
FS20150968,김종현,수애(리지원)|오달수(강대웅 )|오연서(박채경 )
FS20144523,폴 킹,니콜 키드먼|벤 위쇼|휴 보네빌
FS20156553,박은경,성동일|김유정|손호준
FS20112208,프라챠 핀카엡,예지원|나태주|조재현
FS20090578,쿠엔틴 타란티노,브래드 피트|크리스토프 왈츠(한스 란다 )|다이앤 크루거(브리짓 본 하머스마크 )
FS20145504,노덕,조정석(허무혁)|이미숙(백국장)|이하나(수진)
FS20060151,봉준호,송강호(강두)|변희봉(희봉)|박해일(남일)
FS20190280,신카이 마코토,다이고 코타로|모리 나나|오구리 슌
FS20191048,댄 스캔론,톰 홀랜드(이안)|크리스 프랫(발리)|줄리아 루이스 드레퓌스(로렐)
FS20112763,테이트 테일러,브라이스 달라스 하워드(힐리 홀브룩 )|엠마 스톤(유지니아 '스키터' 펠런 )|마이크 보겔
FS20152871,스티븐 스필버그,톰 행크스|마크 라이런스|오스틴 스토웰
FS20199951,게리 도버먼,패트릭 윌슨|베라 파미가|맥케나 그레이스
FS20149846,조쉬 분,쉐일린 우들리|안셀 엘고트|냇 울프
FS20232273,제임스 맨골드,해리슨 포드(인디아나 존스)
FS20127887,라인하드 클루스,
FS20150942,토드 헤인즈,케이트 블란쳇(캐롤)|루니 마라(테레즈)|카일 챈들러
FS20137404,혼고 미츠루,야지마 아키코(짱구 목소리 역)
FS20170302,테일러 쉐리던,제레미 레너|엘리자베스 올슨|존 번탈
FS20157846,크리스 벅,이디나 멘젤(엘사 목소리 )|크리스틴 벨(안나 목소리 )|조나단 그로프(크리스토프 목소리 )
FS20060107,J.J. 에이브럼스,톰 크루즈(에단 헌트)
FS20135307,페기 홈즈,티모시 달튼|루시 헤일
FS20020074,스티븐 소더버그,앤디 가르시아|맷 데이먼
FS20108648,클라이드 제로니미,
FS20176121,조근현,정우(연흥부)|김주혁(조혁)
FS20090408,카를로스 살다나,데니스 리어리(디에고)|퀸 라티파(엘리)|존 레귀자모(시드)
FS20183801,제프 와드로,루시 헤일|타일러 포시|바이올렛 빈
FS20183773,프랭키 첸,왕대륙|임윤
FS20178672,폴 킹,벤 위쇼|휴 그랜트|브렌단 글리슨
FS20183915,최신규,김서영(트리케라 목소리)|엄상현(티라노 목소리)|안현서
FS20080046,나홍진,"김윤석(전직 형사, 엄중호)|하정우(연쇄살인범, 지영민)"
FS20210544,박성광,박성웅(나웅남/이정학)|최민수(이정식)|오달수(나복천)
FS20128986,전문기,임위건
FS20156281,안국진,이정현|이준혁
FS20194501,서유민,김강우(선우)|서예지(수진)
FS20247811,마이클 사노스키,루피타 뇽오|조셉 퀸|디몬 하운수
FS20136308,클레이 홀,발 킬머(에코)|테리 해처(도티)|세드릭 더 엔터테이너(리드바텀)
FS20152866,니마 누리자데,제시 아이젠버그(마이크 하웰)|크리스틴 스튜어트(피비)|코니 브리튼(라세터)
FS20154861,채길병,김정아|김하래
FS20157061,경석호,권기하
FS20050306,김태은,성현아|조동혁|한지원(포장마차 여자 )
FS20040695,길 정거,제니퍼 러브 휴잇(사만다)|폴 니콜스(이안)
FS20158644,탁승오,정태민(정우)
FS20148745,이도윤,지성(현태)|주지훈|이광수
FS20153201,카밀 들라마레,에드 스크레인|론 샤바놀
FS20174965,유야마 쿠니히코,
FS20204403,,
FS20143344,알렉세이 트시칠린,
FS20143101,김정환,한세아
FS20178522,루카 구아다니노,티모시 샬라메(엘리오)|아미 해머(올리버)
FS20226489,장항준,안재홍(강코치)|이신영(천기범)|정진운(배규혁)
FS20138141,브래드 앤더슨,할리 베리|아비게일 브레스린
FS20150565,토마스 맥카시,마이클 키튼|마크 러팔로|레이첼 맥아담스
FS20125406,김진영,박하선(동주)|윤상현(신홍)
FS20162404,폴 페이그,멜리사 맥카시|크리스 헴스워스|크리스틴 위그
FS20179491,데이빗 레이치,샤를리즈 테론|제임스 맥어보이|소피아 부텔라
FS19988040,다렐 루니,매튜 브로데릭|니브 캠벨|모이라 켈리
FS20113890,마크 네빌딘,니콜라스 케이지(자니 블레이즈/고스트 라이더)|이드리스 엘바(모로 )
FS20188581,쉐인 블랙,올리비아 문|보이드 홀브룩|트레반트 로즈
FS20210140,김경원,주지훈(지현수)|박성웅(권도훈)|최성은(김화진)
FS20218392,M. 나이트 샤말란,가엘 가르시아 베르날|비키 크립스|토마신 맥켄지
FS20200622,정지영,설경구|유준상|진경
FS20217278,로버트 로렌즈,리암 니슨
FS20155562,리 톨랜드 크리거,블레이크 라이블리|미치엘 휘즈먼|캐시 베이커
FS20162627,로베르트 슈벤트케,쉐일린 우들리|테오 제임스|마일즈 텔러
FS20134594,이재용,송혜교(미라)|강동원(대수)|조성목(아름)
FS20113643,한지승,박용우(춘섭)|고아라(준)
FS20147874,가렛 에드워즈,애론 테일러 존슨|브라이언 크랜스톤|엘리자베스 올슨
FS20112050,스티븐 쿼일,데이비드 코에너
FS20158529,데이빗 O. 러셀,제니퍼 로렌스|브래들리 쿠퍼|로버트 드 니로
FS20193706,권혁재,진선규(시헌)|성유빈(윤우)|고창석(교장)
FS20126410,스티븐 소더버그,이완 맥그리거(케네스)|지나 카라노(맬로리 케인)|마이클 패스벤더(폴)
FS20070202,신카이 마코토,미즈하시 켄지
FS20184801,아리 에스터,토니 콜렛|가브리엘 번|알렉스 울프
FS20080337,피에르 모렐,리암 니슨(브라이언 밀스)|매기 그레이스(킴)
FS20184896,나딘 라바키,나딘 라바키|자인 알 라피아|요르다노스 시프로우
FS20149099,필립 노이스,브렌튼 스웨이츠|테일러 스위프트|메릴 스트립
FS20138161,임경수,신성일|배슬기|유태웅
FS20180944,원화평,장진|양자경
FS20153422,키리야 카즈아키,클라이브 오웬(레이든)|모건 프리먼(바톡)|안성기
FS20125808,구아타보 니에토 로아,카리나 모라(폴라 )
FS20028042,존 카프카,제니퍼 헤일|롭 폴슨
FS20226410,,크리스 파인|미셸 로드리게즈|레게-장 페이지
FS20185986,고정욱,송새벽|유선|장혁진
FS20090860,유야마 쿠니히코,오오타니 이쿠에
FS20090856,가이 리치,로버트 다우니 주니어|주드 로
FS20147161,데이빗 크렌츠,박지윤(준 (한국어 목소리))|곽윤상(준 아빠 (한국어 목소리))|베르너 헤어조크
FS20179187,최승호,이명박|김재철|김장겸
FS20121861,후안 안토니오 바요나,이완 맥그리거(헨리)|나오미 왓츠(마리아)
FS20203557,김세휘,변요한|신혜선|이엘
FS20111571,마크 워터스,안젤라 랜스베리(미시즈 반 건디 )|칼라 구기노(아만다 )|짐 캐리(톰 팝퍼 )
FS20090303,마이클 베이,샤이아 라보프(샘 윗윅키)|메간 폭스(미카엘라 바니스)
FS20162065,댄 트라첸버그,메리 엘리자베스 윈스티드|존 굿맨|존 갤러거 주니어
FS20050253,팀 버튼,헬레나 본햄 카터|조니 뎁
FS20110561,매튜 본,로즈 번(닥터 모이라 맥타거트 )|재뉴어리 존스(엠마 프로스트 )|마이클 패스벤더(에릭 렌셔 / 매그네토 )
FS20050042,도이 노부히로,다케우치 유코|나카무라 시도
FS20153470,오오스기 요시히로,미즈타 와사비|오오하라 메구미
FS20157531,조쉬 트랭크,마일즈 텔러|케이트 마라|제이미 벨
FS20130821,안느 퐁텐,나오미 왓츠(릴)|로빈 라이트(로즈)|자비에르 사무엘(이안)
FS20145521,알렉스 가랜드,도널 글리슨|알리시아 비칸데르|오스카 아이삭
FS20180825,김윤석,염정아(영주)|김윤석(대원)|김소진(미희)
FS20155563,마크 오스본,제프 브리지스|레이첼 맥아담스|매켄지 포이
FS20192804,안드레스 무시에티,제임스 맥어보이|제시카 차스테인|빌 헤이더
FS20157041,자움 콜렛 세라,리암 니슨|조엘 킨나만|에드 해리스
FS20138223,조용선,서인국(원일)|이종석(우상)|권유리(정은)
FS20122466,한종훈,서은아|서태화|김희정(주희)
FS19780073,프란시스 포드 코폴라,알 파치노(돈 마이클 코르레오네)|다이안 키튼(케이 코르레오네)|로버트 드 니로(비토 코르레오네)
FS20183007,페데 알바레즈,클레어 포이|실비아 획스|스베리르 구드나손
FS19960196,브라이언 드 팔마,톰 크루즈|존 보이트|엠마누엘 베아르
FS20184341,송창용,천정명(상곤)|진이한(철회)|이하율(태규)
FS20159059,월트 벡커,저스틴 롱|제이슨 리|매튜 그레이 구블러
FS20159648,강우석,차승원(김정호)|유준상(흥선대원군)|김인권(바우)
FS20113472,카메론 크로우,맷 데이먼(벤자민 미)|스칼렛 요한슨(켈리 포스터)
FS20201649,야마모토 야스이치로,
FS20149818,패트릭 휴즈,실베스터 스탤론|제이슨 스타뎀|안토니오 반데라스
FS20136862,고어 버빈스키,조니 뎁(톤토 )|아미 해머(론 레인저 )|헬레나 본햄 카터(레드)
FS20215315,마대윤,권상우|오정세|이민정
FS19980089,구스 반 산트,맷 데이먼|로빈 윌리엄스
FS20261782,필 로드,라이언 고슬링|산드라 휠러
FS20060430,가브리엘 무치노,윌 스미스|탠디 뉴튼
FS19970100,진가신,장만옥|여명
FS20130783,드니 빌뇌브,휴 잭맨(켈러 도버)|제이크 질렌할(로키)
FS20110301,이현승,송강호(윤두헌)|신세경(조세빈)|천정명(애꾸)
FS20218364,반종 피산다나쿤,나릴야 군몽콘켓(밍)|싸와니 우툼마(님)|씨라니 얀키띠칸(노이)
FS20112151,라즈쿠마르 히라니,아미르 칸|마드하반|셔먼 조쉬
FS20000200,에릭 레이톤,D.B. 스위니(알라다)|오시 데이비스(야르)|줄리아나 마굴리스(니라)
FS20179085,다카하시 아츠시,미즈타 와사비|오오하라 메구미|카카즈 유미
FS20148795,크리스토프 갱스,레아 세이두|뱅상 카셀
FS20136800,피터 레페니오티스,윌 아넷(설리)|브렌든 프레이저(그레이슨)|리암 니슨(라쿤)
FS20020128,샘 레이미,윌렘 데포|토비 맥과이어|커스틴 던스트
FS20208617,표도르 본다르추크,이리나 스타르셴바움|알렉산더 페트로브
FS20190002,조나단 레빈,샤를리즈 테론|세스 로건
FS20153841,명석환,허예창|희우
FS19990193,릴리 워쇼스키,키아누 리브스|캐리 앤 모스|로렌스 피쉬번
FS20144621,야마자키 타카시,소메타니 쇼타|후카츠 에리|하시모토 아이
FS20247352,J.C 챈더,애론 테일러 존슨|러셀 크로우|아리아나 데보스
FS20141060,김상진,김동욱|임원희|손호준
FS20139601,제임스 드모나코,에단 호크|레나 헤디
FS20134268,리 다니엘스,포레스트 휘테커|오프라 윈프리|데이빗 오예로워
FS20218348,애덤 로비텔,테일러 러셀(조이)|로건 밀러(벤)
FS20152262,정대만,조인우|차유연
FS20170364,찰리 빈,
FS20149037,라나 워쇼스키,밀라 쿠니스|채닝 테이텀|숀 빈
FS20113951,김달중,김명민(주만호 )|안성기(박성일)|고아라(유지원)
FS20189861,스티븐 스필버그,톰 행크스|메릴 스트립
FS20199446,쿠엔틴 타란티노,레오나르도 디카프리오|브래드 피트|마고 로비
FS20090176,저스틴 린,빈 디젤(도미닉 토레토 )|폴 워커(브라이언 오코너 )|미쉘 로드리게즈(레티)
FS20180302,롭 코헨,토비 켑벨|매기 그레이스
FS19960041,김수정,
FS20202684,데릭 보트,러셀 크로우(더 맨)|카렌 피스토리우스(레이첼)|가브리엘 베이트먼(카일)
FS20173903,김홍선,정해인|김지훈|조재윤
FS20155020,톰 후퍼,에디 레드메인|알리시아 비칸데르|앰버 허드
FS20182403,존 추,콘스탄스 우|헨리 골딩|양자경
FS20217845,제임스 건,마고 로비|이드리스 엘바|존 시나
FS20170321,야마다 나오코,이리노 미유|하야미 사오리
FS20247781,숀 레비,라이언 레이놀즈|휴 잭맨
FS20124932,로저 도널드슨,니콜라스 케이지|가이 피어스|재뉴어리 존스
FS20158385,강훈,강성필
FS20162545,전인환,김원명|노무현
FS20249729,제임스 건,데이비드 코런스웻|레이첼 브로스나한|니콜라스 홀트
FS20147250,딩성,성룡|유엽
FS20151063,연정모,손우혁|권유진|안재혁
FS20122843,성룡,성룡|권상우
FS20173092,마크 웹,크리스 에반스|맥케나 그레이스|린제이 던컨
FS20170443,라이언 존슨,마크 해밀|캐리 피셔|아담 드라이버
FS20134562,리차드 링클레이터,에단 호크|줄리 델피|샤무스 데이비 피츠패트릭
FS20176082,호거 태프,에밀리 왓슨|닉 프로스트
FS20189069,일라이 로스,브루스 윌리스|빈센트 도노프리오|엘리자베스 슈
FS20020066,리들리 스콧,조쉬 하트넷
FS20163018,존 카니,퍼디아 월시-필로|루시 보인턴|잭 레이너
FS20233227,김병우,안효섭|이민호|채수빈
FS20100018,루이스 리테리어,랄프 파인즈(하데스)|샘 워싱턴(페르세우스)|리암 니슨(제우스)
FS20127594,김문흠,조성하(돈일호)|김석훈(김대우)|서영희
FS20125338,티무르 베크맘베토브,벤자민 워커|도미닉 쿠퍼|루퍼스 스웰
FS20192995,정우성,정우성(수혁)|김남길(우진)|김준한(성준)
FS20187647,수잔나 포겔,밀라 쿠니스|케이트 맥키넌
FS20154729,존 에릭 도들,오웬 윌슨|피어스 브로스넌|레이크 벨
FS20113881,더글라스 맥그래스,사라 제시카 파커|피어스 브로스넌|그렉 키니어
FS20040756,미야자키 하야오,바이쇼 치에코|기무라 다쿠야
FS20131541,우디 앨런,케이트 블란쳇|알렉 볼드윈
FS20080830,루이스 리테리어,에드워드 노튼|리브 타일러
FS20140119,로저 크리스찬,존 라이스 데이비스
FS20010251,롭 코헨,빈 디젤|폴 워커|미셸 로드리게즈
FS20231971,안드레스 무시에티,에즈라 밀러|마이클 키튼
FS20192984,이영준,"신용우(얀, 맥스)|엄상현(남자3)|엄상현(특공대원6)"
FS20133704,고레에다 히로카즈,후쿠야마 마사하루|오노 마치코|릴리 프랭키
FS20000067,이와이 슌지,나까야마 미호|토요카와 에츠시
FS20134533,라인하드 클루스,켈란 루츠|스펜서 로크
FS19960083,브라이언 싱어,스티븐 볼드윈|가브리엘 번|채즈 팔민테리
FS20174585,요네바야시 히로마사,스기사키 하나|카미키 류노스케
FS20000176,리들리 스콧,러셀 크로우(막시무스)|호아킨 피닉스
FS20148535,김봉은,황정아|이현국(현우)
FS20151521,타셈 싱,라이언 레이놀즈|벤 킹슬리|매튜 구드
FS20090077,최동훈,강동원|임수정(서인경 )|김윤석(화담)
FS20170022,니콜라이 아르셀,이드리스 엘바|매튜 매커너히
FS20129092,엔리케 가토,하동훈(테드)|윤보라(사라)
FS20081744,바이론 하워드,존 트라볼타|마일리 사이러스|수지 에스먼
FS20124666,조쉬 트랭크,데인 드한(앤드류 디트머 )|알렉스 러셀(맷 게레티 )|마이클 B. 조던(스티브 몽고메리 )
FS20194541,게일 맨쿠소,조시 게드|데니스 퀘이드|캐서린 프레스콧
FS20163183,가렛 에드워즈,펠리시티 존스|디에고 루나|매즈 미켈슨
FS20231495,,유해진|이제훈
FS20119513,김지훈,하지원|박철민|이한위(장문형)
FS20149257,박창진,신은경|오인혜|강지섭(용훈)
FS20142641,이윤정,정우성(연석원)|김하늘(김진영)|임주은(이보영)
FS20143502,안용훈,윤소이|신현빈(채지은)
FS20163845,홍헌표,소연(나찬 목소리)|윤아영(류 목소리)|신용우(에반 목소리)
FS20132241,M.L. 반데바노프 데바쿤,마리오 마우러(잔다라)|봉코이 콩말라이(와드 이모)|니시노 쇼(캬우)
FS20125806,미야오 요시카즈,문남숙|전숙경|배정미
FS20156749,세스 맥팔레인,세스 맥팔레인|마크 월버그|아만다 사이프리드
FS20168754,이용승,신하균|도경수
FS20040689,리차드 링클레이터,줄리 델피|에단 호크
FS20178126,애덤 로비텔,스펜서 로크|린 샤예|조시 스튜어트
FS20139083,신카이 마코토,이리노 미유|하나자와 카나|히라노 후미
FS20102414,김석윤,김명민(명탐정)|한지민(한객주)|오달수(개장수)
FS20155762,아라키 테츠로,
FS20229518,견자단,견자단|진옥기
FS20088318,박보상,김승우|이미숙|천호진
FS20163441,정 바오루이,곽부성|공리|풍소봉
FS20128747,박명랑,이제훈(김정훈)|조진웅(박명록)|곽도원(김수택)
FS20175441,조영준,고두심(애순)|김성균(인규)
FS20247440,크리스 리노드,스티브 카렐|크리스틴 위그|미란다 코스그로브
FS19880001,미야자키 하야오,히다카 노리코|사카모토 치카
FS20090930,팀 버튼,조니 뎁(모자 장수)|앤 해서웨이(하얀 여왕)|헬레나 본햄 카터(붉은 여왕)
FS20189123,마크 포스터,이완 맥그리거|헤일리 앳웰|마크 게티스
FS20011505,,
FS20040490,롤랜드 에머리히,데니스 퀘이드|제이크 질렌할|이안 홈
FS20040711,키넌 아이보리 웨이언스,숀 웨이언스|마론 웨이언스
FS20127627,박선욱,주상욱|장미인애(혜리)
FS20129588,해럴드 즈워트,릴리 콜린스(클레리 프레이)|제이미 캠벨 바우어(제이스 웨이랜드)|케빈 지거스(알렉 라이트우드 )
FS20162569,하네스 홀름,롤프 라스가드|바하르 파르스|필립 버그
FS20126010,이대희,김현지(고등어/여자도다리/여고생1 목소리)|안영미|현경수
FS20185361,박용집,권상우(현우)|이정현(선영)|이종혁(상철)
FS20090685,롤랜드 에머리히,존 쿠삭(잭슨 커티스 )|아만다 피트(케이트 커티스 )|올리버 플랫(칼 앤휴저 )
FS20123484,데이빗 O. 러셀,제니퍼 로렌스(티파니)|브래들리 쿠퍼(팻 솔리타노)|로버트 드 니로(팻 아버지)
FS20149125,랜달 월러스,그렉 키니어|켈리 라일리|코너 코롬
FS20181416,정지우,김고은(미수)|정해인(현우)|최강희
FS20126413,줄리앙 마그넷,밀라 요보비치(안나 마샹)|줄리안 맥마흔(커레스트)
FS20228640,변영규,김영은(하리)|김채하(두리)|신용우(강림)
FS20248711,렌 와이즈먼,아나 디 아르마스|키아누 리브스|안젤리카 휴스턴
FS20101213,마이클 앱티드,벤 반스|조지 헨리|윌 폴터
FS20216476,김진황,하정우(배민태)|김남길(강호령)|유다인(문영)
FS20191408,브라이언 커크,채드윅 보스만|J.K. 시몬스|시에나 밀러
FS20110882,데이빗 핀처,다니엘 크레이그|루니 마라
FS20134588,전형준,윤상현|송새벽|이아이
FS20140458,로저 도널드슨,피어스 브로스넌|올가 쿠릴렌코|루크 브레이시
FS20190621,신정원,이정현(소희)|김성오(만길)|서영희(세라)
FS20101222,나홍진,김윤석(면정학)|하정우(김구남)|조성하(김태원)
FS20217551,테일러 쉐리던,안젤리나 졸리|니콜라스 홀트|에이단 길렌
FS20168154,피터 버그,마크 월버그|딜런 오브라이언|케이트 허드슨
FS19990053,정지우,최민식(서민기)|전도연(최보라)|주진모(김일범)
FS20140059,페기 홈즈,매 휘트먼(팅커벨 목소리)|톰 히들스턴(제임스 후크 목소리)
FS20233008,하정우,하정우(윤창욱)|김의성(최실장)|강해림(진프로)
FS20149287,바비 패럴리,짐 캐리|제프 다니엘스
FS20125467,가렛 에반스,이코 우웨이스(라마)|도니 알람시아(앤디)|야얀 루히안(매드 독)
FS20134124,신연식,이준(오영)|서영희(선물여자)|강신효
FS20110294,롭 마샬,이안 맥쉐인|페넬로페 크루즈|조니 뎁
FS20001439,,
FS20233014,,
FS20162925,윌리엄 브렌트 벨,로렌 코핸|루퍼트 에반스
FS20125916,김동빈,박한별(소희)|김지석(석호)|박진주(인정)
FS20252402,연상호,전지현|구교환|지창욱
FS20247176,딘 데블로이스,메이슨 테임즈|제라드 버틀러|니코 파커
FS20168501,제임스 왓킨스,이드리스 엘바|리처드 매든|샬롯 르 본
FS20162003,야마모토 야스이치로,타카야마 미나미|야마자키 와카나|카미야 아키라
FS20212973,맷 리브스,로버트 패틴슨|폴 다노|조 크라비츠
FS20191422,채여준,정다은(채영)|오승훈(종구)|손우현(해성)
FS20249255,김도영,구교환|문가영
FS20198317,최국희,류승룡(강진봉)|염정아(오세연)|박세완(여고생 세연)
FS20159092,더그 엘린,케빈 코놀리(에릭 역)|아드리언 그레니어(빈스 역)|케빈 딜런(조니 드라마 역)
FS20209926,이승원,문소리(미연)|김선영(희숙)|장윤주(미옥)
FS20060348,낸시 마이어스,카메론 디아즈(아만다)|케이트 윈슬렛(아이리스)
FS20206062,유야마 쿠니히코,이선호(지우)|홍시호(뮤츠)
FS20148996,테일러 핵포드,제이슨 스타뎀|제니퍼 로페즈
FS20189843,라세 할스트롬,키이라 나이틀리|매켄지 포이|헬렌 미렌
FS20159657,이영준,엄상현|양정화|전태열
FS20136292,압델라티프 케시시,레아 세이두|아델 에그자르코풀로스|살림 케치우셰
FS20138202,크리스 웻지,아만다 사이프리드(MK )|조쉬 허처슨(노드)|콜린 파렐(로닌)
FS20149950,김명서,토모다 아야카|김경익
FS20070116,크리스 밀러,카메론 디아즈|마이크 마이어스
FS20137082,릭 로먼 워,드웨인 존슨|수잔 서랜든
FS20163217,데이비드 F. 샌드버그,테레사 팔머|알리시아 벨라 베일리|가브리엘 베이트먼
FS20170006,안드레 외브레달,에밀 허쉬|브라이언 콕스|올웬 캐서린 켈리
FS20181164,하윤재,박용우(재구)|조은지(순영)
FS20030135,고어 버빈스키,조니 뎁|제프리 러쉬
FS20070303,데이빗 핀처,제이크 질렌할(로버트 그레이스미스)|마크 러팔로(수사관 데이빗 토스키)|로버트 다우니 주니어(폴 에이브리)
FS20160041,이재한,이정재(장학수)|이범수(림계진)|리암 니슨(더글러스 맥아더)
FS20224303,김영준,신현준|김수미
FS20080394,윤종빈,하정우|윤계상(승우)|이승민(한별)
FS20208282,,
FS20112163,타카하시 와타루,
FS20185001,헤 질리,이제인(메이 목소리)|장병관(빅샤크 목소리)|김사라(보보 목소리)
FS20224767,마틴 캠벨,리암 니슨(알렉스)|가이 피어스(빈센트)|모니카 벨루치(다바나)
FS20140145,팀 존슨,짐 파슨스|리한나|제니퍼 로페즈
FS20198482,이병헌,박서준(윤홍대)|이지은(이소민)
FS20190881,알렉세이 시도로프,알렉산더 페트로브|이리나 스타르셴바움
FS19900204,피터 위어,로빈 윌리엄스|에단 호크|로버트 숀 레오나드
FS20101348,벤 스타센,멜라니 그리피스(스노우)|이사벨 퍼만(해칠링 셀리)|유리 로웬탈(새미)
FS20202585,조엘 크로포드,엠마 스톤(이프)|라이언 레이놀즈(가이)|켈리 마리 트란(던)
FS20192986,숀 레비,라이언 레이놀즈|조디 코머|타이카 와이티티
FS20236146,오네 히토시,
FS20242404,줄리어스 오나,안소니 마키|해리슨 포드|대니 라미레즈
FS20249188,페데 알바레즈,케일리 스패니|데이비드 존슨|이사벨라 머세드
FS20198429,윤종석,소지섭(유민호)|김윤진(이희정)
FS20211477,하준원,조진웅|김희애|이수경
FS20231041,안국진,손석구(임상진)|김성철(찡뻣킹)|김동휘(찻탓캇)
FS20223953,마크 윌리엄스,리암 니슨(트래비스)
FS20258383,,
FS20249326,하정우,하정우|공효진
FS20241337,정이삭,글렌 파월|데이지 에드가 존스
FS20224109,조엘 크로포드,안토니오 반데라스|셀마 헤이엑|올리비아 콜맨
FS20244762,코랄리 파르쟈,데미 무어|마가렛 퀄리|데니스 퀘이드
FS20231839,롭 마샬,
FS20228308,박영균,이선(뽀로로)
FS20247782,윌리엄 유뱅크,러셀 크로우|리암 헴스워스|루크 헴스워스
FS20226798,다니엘 콴,양자경|스테파니 수|키 호이 콴
FS20230199,장-프랑소와 리셰,제라드 버틀러|마이크 콜터
FS20219330,도미 시,산드라 오
FS20208101,이한종,박성웅(마성준)|양현민(청담도령)|류경수(신남)
FS20204271,추창민,조정석(정인후)|이선균(박태주)|유재명(전상두)
FS20227979,허진호,설경구|장동건|김희애
FS20211303,이지승,이채영(미미)|정혜인(오자와)
FS20216710,나가오카 치카,
FS20230209,페이튼 리드,폴 러드(스캇 랭)|에반젤린 릴리(호프 반 다인)|미셀 파이퍼(재닛 반 다인)
FS20248492,크리스 샌더스,루피타 뇽오|페드로 파스칼|캐서린 오하라
FS20257670,,
FS20256757,,
FS20227684,김주환,유연석|차태현
FS20219381,캘런 브런커,정선혜|신용우|김새해
FS20216124,윤여창,이설구(이태식)|장광(조평호)|이원종(이혜명)
FS20218772,이승진,오지호|오초희|정예훈
FS20259773,,
FS20224667,유재선,정유미(수진)|이선균(현수)
FS20125330,조아생 라포스,조나스 블로켓(요나스)|조나단 자카이(피에르)|클레어 보드손(나탈리)
FS20219345,조던 필,다니엘 칼루야|키키 팰머|스티븐 연
FS20218349,자움 콜렛 세라,드웨인 존슨(프랭크)|에밀리 블런트(릴리)|에드가 라미레즈
FS20185249,김민수,정우(명득)|김대명(동혁)|박병은
FS20190323,홍지영,김강우(지호)|유인나(효영)|유연석(재헌)
FS20259626,,
FS20244167,제프 파울러,짐 캐리|벤 슈왈츠|제임스 마스던
FS20125306,윌리엄 모나한,콜린 파렐|키이라 나이틀리|레이 윈스톤
FS20122541,다니엘 아르비드,샤를스 베르링(마티유)
FS20225190,강승훈,이선(뽀로로)|이미자(크롱)|김현지(에디)
FS20235030,엠마 타미,조쉬 허처슨|엘리자베스 라일|캣 코너 스털링
FS20245977,사사키 시노부,박영남(짱구)|강희선(짱구 엄마)|김환진(짱구 아빠)
FS20227445,타니구치 고로,
FS20256202,티모 타잔토,봅 오덴커크|샤론 스톤|코니 닐슨
FS20124729,김지운,이병헌(김수현)|최민식(경철)
FS20217624,이연우,송새벽|라미란|이범수
FS20218935,김용화,설경구(김재국)|도경수(황선우)|박병은(센터장)
FS20235834,크리스 벅,아리아나 데보스|크리스 파인|알란 터딕
FS20217769,이돈구,손현주(호성)
FS20202555,팀 스토리,클로이 모레츠|마이클 페나|켄 정
FS20262383,,
FS20240532,정우,정우|신승호|정수정
FS20225237,미츠나카 스스무,
FS20259791,,
FS20212724,마이클 베이,제이크 질렌할|야히아 압둘 마틴 2세|에이사 곤잘레스
FS20210546,이상근,임윤아|안보현|성동일
FS20244821,봉준호,로버트 패틴슨|나오미 애키|스티븐 연
FS20177501,롭 라이너,매들린 캐롤(줄리)|캘런 맥오리피(브라이스)
FS20212952,손석우,여민정(자두)|정혜옥(민지)|김영은(윤석)
FS20224304,김희성,조동혁(두현)|이완(영민)|임정은(지영)
FS20229205,제라드 존스톤,앨리슨 윌리암스|바이올렛 맥그로우
FS20232180,호아킴 도스 산토스,샤메익 무어|헤일리 스테인펠드|제이크 존슨
FS20192680,박철환,배성우|정가람(중호)|이솜
FS20227626,김창훈,홍사빈(연규)|송중기(치건)|김형서(하얀)
FS20212668,김덕민,윤여정|유해진|김윤진
FS20197122,강제규,하정우(손기정)|임시완(서윤복)
FS20216051,조 카나한,프랭크 그릴로|멜 깁슨|나오미 왓츠
FS20217425,김봉한,박성웅|오대환|오달수
