순위,영화명,개봉일,제작연도,대표국적,국적,장르,감독,배급사,직배여부,등급,개봉스크린수,첫주관객,2주누적,최종누적관객,배수,스크린당관객,개봉일좌석수,개봉일좌석판매율,첫주말좌석수,첫주말좌석판매율,첫주말일수,누적매출액,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14
187,바늘을 든 소녀,2025-12-10,2024,덴마크,덴마크,드라마,매그너스 본 혼,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",비직배,15세이상관람가,39,2391,3909,5778,2.42,148,3994,11.3,9806,12.3,3,53860950,450,247,295,464,444,248,243,215,181,187,230,211,188,306,97
188,독립시대,2024-09-25,1994,대만,대만,"코미디,드라마,멜로/로맨스",에드워드 양,"(주)디스테이션,(주)에이썸엔터테인먼트",비직배,15세이상관람가,42,3004,3720,5704,1.9,136,5455,9.1,17920,5.8,3,54436860,499,1059,277,478,288,213,190,87,140,90,115,111,88,85,113
189,나미비아의 사막,2025-05-07,2024,일본,일본,드라마,야마나카 요코,(주)스튜디오디에이치엘,비직배,15세이상관람가,55,3106,3899,5620,1.81,102,8056,8.5,18980,6.8,3,52674800,685,358,366,502,415,283,497,119,83,95,147,245,45,59,37
190,달팽이의 회고록,2025-04-30,2024,호주,호주,애니메이션,아담 엘리어트,해피송,비직배,15세이상관람가,50,3221,4716,5596,1.74,112,6347,15.4,14585,6.3,3,49457960,978,361,266,340,313,499,464,176,129,224,358,232,150,226,72
191,파문,2025-01-15,2023,일본,,드라마,오기가미 나오코,,,,97,2724,3783,5580,2.05,58,13764,3.3,35228,3.7,3,52097100,459,383,357,483,471,292,279,112,85,116,257,130,171,188,55
192,넥스트 골 윈즈,2024-01-24,2023,미국,미국,코미디,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,직배,전체관람가,156,3973,4919,5497,1.38,35,29794,2.2,73216,2.6,3,50989771,655,475,510,714,670,348,601,154,91,300,139,89,56,117,3
193,원맨,2024-09-04,2023,아일랜드,아일랜드,"액션,범죄",로버트 로렌즈,이화배컴퍼니(주),비직배,15세이상관람가,147,5199,5280,5463,1.05,37,22618,4.1,59317,4.5,3,51242000,919,745,762,1094,793,445,441,37,35,5,1,0,1,2,1
194,고백,2025-02-19,,,,,,,,,100,4544,4914,5417,1.19,54,20696,6.1,48594,4.0,3,39871000,1257,914,907,560,456,198,252,87,101,55,35,19,46,27,1
195,해상화,2026-02-04,1998,일본,일본,드라마,허우 샤오시엔,"(주)영화사 진진,(주)하이스트레인저",비직배,15세이상관람가,35,2678,3801,5380,2.01,154,4304,13.7,10797,10.9,3,47460170,591,436,295,471,407,270,208,184,205,144,132,111,191,156,69
196,찬란한 내일로,2024-05-29,2023,이탈리아,"이탈리아,프랑스",드라마,난니 모레티,에무 시네마 앤 카페,비직배,12세이상관람가,42,2441,3471,5343,2.19,127,4515,14.2,15660,6.7,3,47869480,643,355,211,531,314,174,213,161,177,198,172,118,107,97,65
197,기빗올: 우리들의 썸머,2025-06-18,2024,일본,일본,애니메이션,사쿠라기 유헤이,찬란,비직배,전체관람가,107,3324,4681,5194,1.56,49,23212,5.0,30443,4.1,3,39836970,1152,410,216,649,381,153,363,361,144,141,368,130,173,40,110
198,국외자들,2024-09-25,1964,프랑스,프랑스,"드라마,범죄",장 뤽 고다르,엠엔엠인터내셔널(주),비직배,12세이상관람가,24,2151,2950,5156,2.4,215,2344,22.0,7174,12.4,3,51079860,515,219,178,397,318,170,354,118,179,79,116,150,49,108,109
199,언데드 다루는 법,2025-01-22,2024,노르웨이,노르웨이,"드라마,공포(호러),미스터리",테아 히비스텐달,판씨네마(주),비직배,15세이상관람가,64,3876,4330,5152,1.33,80,9746,9.9,19854,7.1,3,46157500,965,660,422,593,399,310,527,51,70,66,114,74,29,50,5
200,어네스트와 셀레스틴: 멜로디 소동,2025-06-11,2022,프랑스,프랑스,애니메이션,,"(주)영화사 진진,(주)하이스트레인저",비직배,전체관람가,119,3818,4174,5104,1.34,43,14039,3.2,48099,4.9,3,35848200,452,370,512,854,970,310,350,54,71,30,89,84,11,17,28
201,두 번째 계절,2026-01-28,2023,프랑스,프랑스,멜로/로맨스,스테판 브리제,(주)티캐스트,비직배,15세이상관람가,29,2191,3310,5089,2.32,175,4487,10.8,11152,8.8,3,43848800,483,275,299,353,334,191,256,169,97,204,233,207,106,103,102
202,보티첼리. 피렌체와 메디치,2024-04-24,2021,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,14,616,1980,5041,8.18,360,1136,9.2,2376,12.3,3,41321612,105,68,93,96,103,54,97,257,142,183,169,253,233,127,98
203,남쪽,2026-02-18,1983,스페인,"스페인,프랑스","드라마,멜로/로맨스",빅토르 에리세,엠엔엠인터내셔널(주),비직배,12세이상관람가,40,1790,2883,5001,2.79,125,3549,12.6,9059,8.8,3,46964200,448,216,212,314,275,175,150,200,122,114,187,241,143,86,31
204,그랜드 투어,2025-03-26,2024,포르투갈,포르투갈,드라마,미겔 고미스,엠엔엠인터내셔널(주),비직배,12세이상관람가,43,2087,3080,4992,2.39,116,4630,9.9,12620,8.0,3,43257700,460,224,265,352,397,217,172,155,57,100,343,186,76,76,52
205,"끝, 새로운 시작",2025-03-26,2023,영국,영국,드라마,마할리아 벨로,"(주)스튜디오디에이치엘,(주)키노라이츠",비직배,15세이상관람가,79,4185,4533,4985,1.19,63,10161,9.1,22575,7.4,3,41718800,928,778,503,633,530,345,468,46,44,26,101,59,35,37,17
206,총을 든 스님,2025-01-01,2023,기타,기타,"드라마,코미디",,주식회사 슈아픽처스,비직배,전체관람가,32,1503,2311,4835,3.22,151,3200,10.1,10415,6.3,3,41962100,322,185,183,220,257,169,167,49,62,130,231,178,87,71,45
207,오늘부터 댄싱퀸,2024-05-29,2023,노르웨이,노르웨이,드라마,오로라 고세,"그린나래미디어(주),주식회사 로아앤코홀딩스",비직배,전체관람가,106,2746,3310,4735,1.72,45,21269,2.0,52762,2.9,3,35526300,417,418,585,537,416,178,195,293,50,21,62,3,109,26,60
208,영화 스미코구라시 - 튀어나오는 그림책과 비밀의 아이,2024-01-24,2019,일본,일본,애니메이션,만큐,(주)미디어캐슬,비직배,전체관람가,101,3038,3571,4670,1.54,46,13126,2.9,43007,4.5,3,40442390,383,325,411,709,796,186,228,98,67,43,78,167,43,37,2
209,"파리, 밤의 여행자들",2025-12-17,2022,프랑스,프랑스,드라마,미카엘 허스,"(주)영화사 진진,(주)하이스트레인저",비직배,15세이상관람가,37,2119,3269,4665,2.2,126,3508,10.5,8232,13.6,3,42050900,367,220,367,432,317,159,257,212,164,162,87,122,216,187,104
210,크래쉬: 디렉터스컷,2025-03-26,1996,캐나다,캐나다,"범죄,드라마",데이비드 크로넨버그,(주)엣나인필름,비직배,청소년관람불가,46,2488,3439,4622,1.86,100,4086,16.6,11666,10.3,3,44852600,679,277,319,448,432,189,144,149,150,96,157,187,107,105,51
211,네이키드 런치,2025-06-25,1991,캐나다,"캐나다,영국","드라마,미스터리",데이비드 크로넨버그,(주)엣나인필름,비직배,청소년관람불가,28,2389,3594,4577,1.92,163,2629,23.9,7511,14.4,3,43825700,628,229,292,430,356,238,216,148,260,107,254,168,139,129,34
212,마거리트의 정리,2024-06-27,2023,프랑스,프랑스,드라마,안나 노비옹,"(주)영화사 진진,(주)하이스트레인저",비직배,15세이상관람가,29,1564,2508,4532,2.9,156,2611,8.5,8894,10.3,3,43397439,223,173,405,342,196,105,120,114,70,317,114,61,100,168,42
213,터널,2025-12-31,2025,베트남,,전쟁(2),추옌 부이 탁,,,,40,4179,4362,4522,1.08,113,5737,13.0,14043,9.7,3,34786900,744,871,627,376,359,338,864,40,21,24,38,19,21,20,4
214,공드리의 솔루션북,2024-08-14,,프랑스,프랑스,"코미디,드라마",미셸 공드리,"그린나래미디어(주),(주)하이스트레인저",비직배,15세이상관람가,44,2636,3499,4518,1.71,103,4609,9.8,11693,10.0,3,43525000,452,567,275,493,407,264,178,152,79,123,205,140,81,83,85
215,킹덤4: 대장군의 귀환,2024-11-20,2024,일본,일본,"액션,전쟁",사토 신스케,"와이드 릴리즈(주),(주)플레이그램",비직배,15세이상관람가,88,3685,4004,4500,1.22,51,12227,7.0,28652,5.8,3,30111620,862,549,412,621,634,249,358,39,35,48,79,46,33,39,8
216,반 고흐. 밀밭과 구름 낀 하늘,2025-07-30,2018,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,20,2115,3199,4425,2.09,221,2896,17.5,7158,15.5,3,34431000,507,176,356,356,399,201,120,213,200,87,211,162,157,54,55
217,마리우폴에서의 20일,2024-11-06,2023,미국,미국,"다큐멘터리,전쟁",므스티슬라우 체르노우,(주)스튜디오디에이치엘,비직배,15세이상관람가,50,1681,2346,4406,2.62,88,5334,3.2,16380,5.9,3,36353060,170,187,365,340,254,160,205,156,174,57,98,115,35,30,11
218,포제션,2025-10-08,1981,프랑스,프랑스,"드라마,공포(호러)",안드레이 줄랍스키,찬란,비직배,청소년관람불가,28,2733,3716,4338,1.59,155,3471,21.0,7718,14.6,3,43136840,728,415,310,438,382,186,274,138,109,96,192,273,89,86,41
219,클럽 제로,2024-01-24,2023,오스트리아,"오스트리아 ,영국","미스터리,스릴러",예시카 하우스너,판씨네마(주),비직배,12세이상관람가,60,3993,4201,4321,1.08,72,8779,11.8,24625,6.0,3,38153125,1033,758,583,472,433,264,450,75,19,23,23,33,13,22,8
220,튜즈데이,2026-01-14,2023,미국,미국,"드라마,판타지",,"(주)팝엔터테인먼트,(주)싸이더스",비직배,12세이상관람가,45,3454,3577,4250,1.23,94,4644,19.6,13228,8.8,3,36056800,912,609,474,311,377,128,643,16,14,21,17,24,9,22,3
221,조상님이 보고계셔,2025-11-27,2025,베트남,베트남,코미디,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",비직배,15세이상관람가,47,3809,3948,4166,1.09,89,8952,17.9,19224,7.6,3,30836700,1602,486,482,488,237,482,32,23,6,22,42,29,14,3,3
222,브레이킹 아이스,2025-06-04,2023,중국,"중국,싱가포르",멜로/로맨스,안소니 첸,(주)디스테이션,비직배,15세이상관람가,66,2253,2878,4050,1.8,61,7919,5.7,19763,6.1,3,38345000,451,334,435,461,307,115,150,93,91,90,139,83,67,62,65
223,모네의 수련. 물과 빛의 마법,2025-06-25,2018,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,16,1195,1960,4017,3.36,251,1981,10.0,5479,12.8,3,28374300,199,55,171,274,258,175,63,98,148,101,202,123,34,59,50
224,어리석은 자는 누구인가,2026-01-07,2025,일본,일본,"스릴러,드라마",나가타 고토,(주)플레이그램,비직배,15세이상관람가,81,2257,2934,4013,1.78,50,8736,6.5,17116,6.3,3,44548400,568,285,330,425,321,151,177,45,195,79,123,144,54,37,37
225,애시드 레인: 죽음의 비,2024-11-27,2023,프랑스,프랑스,기타,쥐스트 필리포,(주)디스테이션,비직배,15세이상관람가,48,3623,3693,3994,1.1,83,5565,15.2,12283,8.8,3,32467500,847,654,281,434,363,195,849,5,10,4,7,6,33,5,1
226,라스트 썸머,2024-04-03,2023,프랑스,프랑스,"드라마,멜로/로맨스",카트린느 브레이야,(주)디스테이션,비직배,청소년관람불가,37,3278,3551,3950,1.21,107,5100,13.5,12533,8.8,3,33512500,687,567,356,452,299,302,615,65,44,52,13,48,35,16,10
227,이제 다시 시작하려고 해,2025-04-23,2024,스페인,스페인,드라마,호나스 트루에바,엠엔엠인터내셔널(주),비직배,15세이상관람가,44,1665,2792,3865,2.32,88,5124,5.8,13071,6.2,3,34968500,297,227,171,303,337,150,180,183,142,88,164,187,218,145,37
228,라파엘로. 예술의 군주,2024-05-29,2017,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,24,1434,2170,3811,2.66,159,2265,10.0,6916,10.7,3,30712439,227,150,139,368,235,182,133,69,162,132,117,152,59,45,52
229,"오늘 하늘이 가장 좋아,라고 아직 말할 수 없는 나는",2025-11-26,2024,일본,일본,드라마,오오쿠 아키코,(주)디스테이션,비직배,12세이상관람가,81,2473,2851,3776,1.53,47,10163,4.7,27449,5.5,3,39300250,477,216,274,672,560,130,144,89,68,49,77,32,26,37,0
230,정욕,2024-05-29,2023,일본,일본,"드라마,멜로/로맨스",기시 요시유키,해피송,비직배,15세이상관람가,39,1808,2802,3696,2.04,95,3805,9.1,11649,7.7,3,34677767,348,219,266,306,326,171,172,192,175,126,163,99,98,141,60
231,동경의 황혼,2024-10-09,1957,일본,일본,"드라마,가족",오즈 야스지로,(주)엣나인필름,비직배,15세이상관람가,15,609,1023,3658,6.01,244,1523,10.2,3488,7.9,3,30678300,155,48,91,80,105,50,80,34,76,20,104,89,43,48,55
232,래빗스쿨 2: 부활절 대소동,2024-03-27,2022,독일,독일,애니메이션,우테 폰 뮌쇼폴,"(주)버킷스튜디오,주식회사 블루필름웍스",비직배,전체관람가,126,2973,3366,3637,1.22,29,3710,3.8,41919,5.9,3,29794990,141,168,109,1364,1009,129,53,4,14,22,200,127,11,15,0
233,레드 룸스,2024-10-09,2023,캐나다,캐나다,스릴러,파스칼 플란테,찬란,비직배,15세이상관람가,26,1952,2688,3579,1.83,138,2476,15.0,9928,9.8,3,35425100,371,160,198,469,306,216,232,54,87,103,175,146,80,91,42
234,엣 더 벤치,2025-07-30,2024,일본,일본,드라마,오쿠야마 요시유키,와이드 릴리즈(주),비직배,전체관람가,34,2269,2773,3561,1.57,105,3101,22.4,9325,9.2,3,33589400,695,297,318,318,221,199,221,63,51,37,116,93,57,87,50
235,차임,2026-03-04,2024,일본,일본,"스릴러,공포(호러)",구로사와 기요시,(주)디오시네마,비직배,15세이상관람가,48,2097,2709,3483,1.66,73,5545,8.8,16464,6.2,3,33522700,486,297,229,476,309,119,181,100,89,99,139,83,31,71,52
236,너는 나를 불태워,2025-08-27,2024,아르헨티나,아르헨티나,드라마,마티아스 피녜이로,시네마토그래프,비직배,15세이상관람가,30,1620,2203,3468,2.14,116,3697,14.3,9330,6.4,3,33494900,527,191,131,223,246,119,183,68,73,134,91,129,42,46,128
237,곤돌라,2025-04-23,2023,독일,독일,멜로/로맨스,바이트 헬머,"(주)플레이그램,(주)태양미디어그룹",비직배,12세이상관람가,38,1682,2476,3375,2.01,89,3801,6.7,14913,5.9,3,31528800,255,208,208,228,437,170,176,118,122,92,110,111,93,148,49
238,"알레고리, 잇츠 낫 미",2024-12-18,2024,프랑스,프랑스,기타,,엠엔엠인터내셔널(주),비직배,15세이상관람가,29,1341,2030,3300,2.46,114,3462,4.6,10265,6.4,3,32239400,160,198,192,323,142,113,213,152,82,96,98,86,77,98,68
239,갓랜드,2024-02-28,2022,덴마크,"덴마크,아이슬란드,프랑스,스웨덴",드라마,흘리뉘르 팔메이슨,엠엔엠인터내셔널(주),비직배,15세이상관람가,24,1344,1960,3197,2.38,133,1857,13.2,6725,9.7,3,25878530,245,142,240,185,226,133,173,110,99,86,104,96,54,67,71
240,그들은 피아노 연주자를 쐈다,2025-01-29,2023,스페인,스페인,애니메이션,"페르난도 트루에바,하비에르 마리스칼",찬란,비직배,12세이상관람가,35,2172,2545,3162,1.46,90,3540,12.4,13192,8.2,3,29985900,439,407,483,336,264,117,126,75,44,48,80,40,39,47,12
241,다잉,2025-12-10,2024,독일,독일,드라마,매티아스 글래스너,판씨네마(주),비직배,15세이상관람가,32,1423,1835,3093,2.17,97,3295,6.3,8996,8.1,3,28008600,209,179,160,304,265,169,137,77,55,68,46,68,33,65,0
242,드림 홈,2026-02-04,2010,홍콩,홍콩,"공포(호러),스릴러",팡호청,(주)오싹엔터테인먼트,비직배,청소년관람불가,34,2787,2794,3080,1.11,91,4199,12.5,11129,7.3,3,25941900,523,601,197,307,312,170,677,2,0,0,0,2,0,3,0
243,제프 맥페트리지: 드로잉 라이프,2025-08-13,2023,미국,미국,다큐멘터리,댄 코버트,(주)영화사 진진,비직배,전체관람가,24,1221,2120,3057,2.5,127,2964,5.2,6048,11.2,3,28394300,153,188,259,243,173,107,98,78,61,72,75,100,38,475,58
244,잠자는 바보,2025-09-10,2025,일본,일본,드라마,사카모토 유고,메가박스중앙(주),비직배,12세이상관람가,110,2157,2653,3043,1.41,28,21549,2.5,34625,2.8,3,32181780,540,255,198,422,353,203,186,47,140,72,70,67,51,49,4
245,노 어더 랜드,2026-03-04,2024,팔레스타인,"팔레스타인,노르웨이",다큐멘터리,,필름다빈,비직배,15세이상관람가,30,1367,1947,2968,2.17,99,3014,7.7,7549,10.0,3,26493800,231,131,176,409,167,102,151,82,77,70,167,79,40,65,42
246,와일드 투어,2025-03-12,2019,일본,일본,드라마,미야케 쇼,(주)디오시네마,비직배,전체관람가,22,670,900,2932,4.38,133,2153,5.5,5399,5.6,3,25904100,119,66,111,109,81,86,98,33,24,29,41,54,20,29,11
247,여기는 아미코,2024-02-28,2022,일본,일본,"가족,드라마",,주식회사 슈아픽처스,비직배,전체관람가,40,1643,2025,2893,1.76,72,5833,7.9,10936,6.9,3,25897330,462,205,245,300,206,119,106,43,72,45,69,86,36,31,10
248,아녜스 V에 의한 제인 B,2024-01-31,1988,프랑스,프랑스,판타지,아녜스 바르다,(주)영화사 안다미로,비직배,청소년관람불가,33,1271,1683,2833,2.23,86,3895,10.3,8313,5.9,3,24076900,401,150,142,172,178,110,118,85,53,69,28,99,42,36,36
249,신입기자 토롯코,2025-09-03,2024,일본,일본,"드라마,코미디",코바야시 케이이치,TCO(주)더콘텐츠온,비직배,전체관람가,57,1959,2347,2752,1.4,48,8860,3.0,20319,5.4,3,23931500,266,148,332,415,349,209,240,132,240,7,3,2,2,2,0
250,올파의 딸들,2025-04-02,2023,프랑스,프랑스,다큐멘터리,,필름다빈,비직배,15세이상관람가,23,959,1501,2682,2.8,117,2217,8.0,5308,9.6,3,23160600,177,111,170,195,142,66,98,50,55,133,93,97,51,63,39
251,테인티드 러브,2024-09-19,2023,중국,중국,드라마,마영심,(주)디스테이션,비직배,12세이상관람가,116,2198,2393,2664,1.21,23,25876,2.2,60627,1.9,3,21811100,558,457,378,338,218,193,56,22,34,41,53,45,0,0,1
252,복수는 나의것,2024-11-06,1979,일본,일본,"범죄,드라마",이마무라 쇼헤이,(주)피터팬픽쳐스,비직배,청소년관람불가,14,1224,1838,2636,2.15,188,1314,17.1,3061,20.0,3,25529300,225,124,200,232,181,120,142,38,75,64,156,132,60,89,16
253,카라바조. 영혼과 피,2025-02-19,2018,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,22,1130,1741,2634,2.33,120,2392,6.7,7831,7.2,3,21399960,160,166,120,275,170,111,128,134,55,77,109,97,90,49,43
254,52헤르츠 고래들,2024-09-04,2024,일본,일본,드라마,나루시마 이즈루,해피송,비직배,15세이상관람가,49,1762,2105,2619,1.49,53,5511,5.6,16841,5.7,3,25453700,306,235,323,291,353,124,130,58,45,34,57,28,77,44,85
255,스텔라,2024-05-22,2023,독일,독일,드라마,,(주)뮤제엔터테인먼트,비직배,15세이상관람가,30,1609,2176,2610,1.62,87,3025,6.7,8985,9.6,3,22985460,202,245,275,330,256,162,139,219,41,89,101,24,49,44,33
256,고스트라이트,2025-12-17,2024,미국,미국,드라마,,필름다빈,비직배,15세이상관람가,19,1251,1841,2552,2.04,134,1778,7.4,4714,14.5,3,23798450,131,116,178,257,249,152,168,90,119,121,32,24,90,114,83
257,사토상과 사토상,2026-04-29,2025,일본,일본,드라마,,(주)엣나인필름,비직배,12세이상관람가,30,1317,1770,2552,1.94,85,2537,10.6,7383,8.0,3,24591850,269,123,204,169,218,154,180,53,53,70,95,82,68,32,24
258,죽고 싶지만 사랑은 하고 싶어,2024-09-04,2023,미국,미국,"드라마,멜로/로맨스",레이첼 램버트,(주)디오시네마,비직배,12세이상관람가,40,1713,2112,2489,1.45,62,4213,7.0,11474,7.7,3,24692000,293,200,199,358,330,141,192,37,58,60,41,46,91,66,46
259,모든 것은 아르망에서 시작되었다,2024-12-25,2024,노르웨이,"노르웨이,네덜란드,독일,스웨덴",드라마,,(주)영화사 진진,비직배,12세이상관람가,24,1373,1793,2489,1.81,104,2296,15.2,7624,7.6,3,21888600,350,210,174,204,201,127,107,61,56,71,108,56,41,27,34
260,소녀는 졸업하지 않는다,2024-01-24,2023,일본,일본,멜로/로맨스,나카가와 슌,해피송,비직배,12세이상관람가,42,1248,1633,2460,1.97,59,4016,6.3,12155,4.7,3,21702299,255,169,187,183,207,107,140,71,67,52,73,44,42,36,17
261,산이 부른다,2024-09-25,2022,프랑스,프랑스,"드라마,미스터리",토마스 살바도르,주식회사 슈아픽처스,비직배,12세이상관람가,31,1257,1521,2394,1.9,77,3194,5.2,8454,6.5,3,19139000,165,193,154,231,165,129,220,33,69,55,37,40,11,19,33
262,죄의 목소리,2025-11-28,2020,일본,일본,드라마,도이 노부히로,(주)플레이그램,비직배,15세이상관람가,49,2289,2376,2391,1.04,49,3744,17.2,6963,20.4,3,19594260,643,426,349,199,224,123,325,19,21,16,1,10,7,13,3
263,디피컬트,2024-05-15,2023,프랑스,프랑스,"코미디,드라마,멜로/로맨스","에릭 토레다노,올리비에르 나카체","TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",비직배,15세이상관람가,31,1017,1159,2374,2.33,77,3279,6.9,9765,4.2,3,21805100,225,119,144,147,124,120,138,33,12,29,21,20,15,12,2
264,"X를 담아, 당신에게",2024-12-11,2023,영국,영국,"코미디,드라마",테아 샤록,주식회사 왓챠,비직배,15세이상관람가,27,1200,1741,2319,1.93,86,2734,7.0,7611,6.3,3,21179300,192,169,122,143,213,170,191,71,53,108,44,54,83,128,72
265,후계자,2025-11-12,2023,프랑스,프랑스,스릴러,자비에 르그랑,판씨네마(주),비직배,15세이상관람가,34,871,939,2245,2.58,66,3176,5.1,9114,4.7,3,20078100,161,105,149,137,144,83,92,14,3,12,6,9,12,12,0
266,콘티넨탈 '25,2025-11-19,2025,루마니아,루마니아,드라마,라두 주데,엠엔엠인터내셔널(주),비직배,15세이상관람가,27,850,1267,2235,2.63,83,2207,6.2,5813,5.9,3,19517800,137,151,103,121,118,114,106,110,59,58,58,58,58,16,29
267,아침이 오면 공허해진다,2024-05-29,2022,일본,일본,드라마,,와이드 릴리즈(주),비직배,12세이상관람가,48,1453,1753,2220,1.53,46,5012,4.7,16552,4.3,3,20783034,238,198,231,243,235,154,154,46,52,44,52,42,29,35,5
268,드림스,2026-03-18,2025,미국,미국,"드라마,멜로/로맨스",미셸 프랑코,(주)디스테이션,비직배,청소년관람불가,44,1381,1815,2211,1.6,50,4564,5.3,13337,4.6,3,19461700,244,196,204,235,177,144,181,57,50,140,47,87,25,28,18
269,비행사의 아내,2024-05-15,1981,프랑스,프랑스,기타,에릭 로메르,(주)영화사 안다미로,비직배,12세이상관람가,10,801,1182,2198,2.74,220,762,38.7,1823,14.8,3,20919900,295,124,153,3,114,87,25,78,5,80,0,131,26,61,62
270,"사랑, 우유, 그리고 치즈",2026-03-25,2024,프랑스,프랑스,"코미디,드라마",,필름다빈,비직배,청소년관람불가,19,1136,1525,2189,1.93,115,1577,13.3,5572,8.9,3,18973950,209,125,156,171,169,145,161,74,52,60,42,78,50,33,28
271,싱글 에이트,2024-10-09,2023,일본,일본,드라마,코나카 카즈야,"오드,홀리가든",비직배,전체관람가,57,1412,1677,2181,1.54,38,6772,5.4,16305,3.3,3,19452400,367,145,192,153,189,123,243,23,11,22,12,29,12,156,16
272,"뭉크. 사랑, 영혼 그리고 뱀파이어 여인",2024-08-28,2022,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,15세이상관람가,22,1392,1586,2135,1.53,97,2157,8.9,5920,12.1,3,16149139,193,96,148,319,251,220,165,18,44,17,23,34,22,36,39
273,메이크 어 걸,2025-09-10,2025,일본,일본,"멜로/로맨스,SF,어드벤처",야스다 겐쇼,(주)바이포엠스튜디오,비직배,12세이상관람가,78,1604,1704,2132,1.33,27,10529,3.3,25993,3.4,3,20895300,345,165,340,304,232,96,122,19,17,9,15,21,10,9,0
274,동그라미,2025-10-01,2024,일본,일본,"드라마,코미디",오기가미 나오코,(주)디스테이션,비직배,12세이상관람가,32,1226,1657,2059,1.68,64,3051,7.1,8200,6.5,3,19905200,218,166,281,124,128,125,184,96,67,54,68,66,19,61,11
275,류이치 사카모토: 도쿄 멜로디,2026-04-15,1985,프랑스,프랑스,다큐멘터리,엘리자베스 레나드,"(주)영화사 진진,TCO(주)더콘텐츠온",비직배,전체관람가,34,848,1169,1966,2.32,58,3106,5.9,7717,5.4,3,19360980,182,112,101,181,133,58,81,29,34,20,65,81,23,69,18
276,열화청춘 리마스터링,2025-03-31,1982,홍콩,홍콩,"드라마,멜로/로맨스",담가명,(주)디스테이션,비직배,청소년관람불가,52,1583,1864,1932,1.22,37,6528,5.7,13395,5.0,3,19092300,369,296,142,105,85,450,136,81,66,18,31,26,28,31,17
277,위대한 부재,2024-11-06,2024,일본,일본,드라마,치카우라 케이,판씨네마(주),비직배,15세이상관람가,28,440,531,1907,4.33,68,2496,2.5,7511,3.0,3,18081500,63,62,39,127,59,29,61,1,65,8,5,6,4,2,0
278,난 엄청 창의적인 휴머니스트 뱀파이어가 될 거야,2024-05-29,2023,캐나다,캐나다,"코미디,멜로/로맨스,드라마,공포(호러)",,(주)트리플픽쳐스,비직배,12세이상관람가,28,1225,1597,1901,1.55,68,2543,13.2,8024,7.1,3,17895556,335,137,181,227,159,97,89,49,82,48,46,55,37,55,16
279,움베르토 에코. 세계의 도서관,2024-12-11,2023,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,18,618,931,1885,3.05,105,2322,4.7,5946,4.4,3,15551100,109,77,54,102,108,110,58,61,14,22,33,94,32,57,60
280,굿 포 낫씽,2026-01-14,2010,일본,일본,드라마,미야케 쇼,(주)디오시네마,비직배,15세이상관람가,37,904,1205,1880,2.08,51,4128,5.0,9764,3.9,3,18165500,205,140,126,154,100,85,94,44,39,24,23,83,50,38,31
281,달걀 원정대,2026-04-29,2023,미국,미국,드라마,,"(주)드림팩트엔터테인먼트,(주)태양미디어그룹",비직배,12세이상관람가,12,823,1141,1835,2.23,153,1182,19.5,2843,11.4,3,15709500,230,70,109,102,114,81,117,28,24,53,102,55,29,27,66
282,피카소. 파리에서의 반란,2026-04-29,2024,이탈리아,이탈리아,기타,,일미디어,비직배,15세이상관람가,11,493,711,1831,3.71,166,720,7.4,2326,8.4,3,11931500,53,18,46,28,121,79,148,49,0,83,0,31,33,22,11
283,클림트와 쉴레. 에로스와 프시케,2025-09-30,2018,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,15세이상관람가,12,645,1128,1828,2.83,152,153,14.4,4516,7.4,3,12858700,22,86,100,139,98,96,104,144,75,40,42,104,59,19,56
284,타히티의 고갱. 잃어버린 낙원,2025-08-27,2019,이탈리아,이탈리아,다큐멘터리,,일미디어,비직배,전체관람가,13,894,1232,1823,2.04,140,1213,16.7,2442,9.3,3,13583400,202,181,65,50,113,157,126,39,93,35,23,44,67,37,53
285,나만의 비밀,2026-01-21,2025,일본,일본,드라마,나카가와 슌,(주)누리픽쳐스,비직배,전체관람가,80,1447,1731,1821,1.26,23,13065,2.4,23344,2.8,3,18140490,311,220,184,250,210,131,141,50,54,23,42,40,16,59,0
286,아들들,2024-12-04,2024,덴마크,"덴마크,스웨덴",드라마,구스타브 몰러,해피송,비직배,15세이상관람가,38,1144,1422,1820,1.59,48,2715,4.4,14135,4.4,3,16519300,119,139,127,243,247,130,139,54,27,40,25,35,30,67,6
287,두 세계 사이에서,2024-01-31,2020,프랑스,프랑스,드라마,엠마뉘엘 카레르,(주)디오시네마,비직배,12세이상관람가,35,1176,1524,1779,1.51,51,3983,8.1,10428,4.7,3,15163027,322,119,140,171,176,103,145,29,92,42,14,95,34,42,19
