날짜,순위,영화명,개봉일,관객수,누적관객수,매출액,누적매출액,스크린수,상영횟수,좌석수,좌석판매율,좌석점유율
2023-10-09,3,퍼피 구조대: 더 마이티 무비,2023-10-06,"29,137","78,236","271,516,757","737,257,298",566,853,"98,263",29.7%,3.8%
2023-10-09,4,크리에이터,2023-10-03,"27,044","216,084","291,852,855","2,326,503,598",795,"2,204","339,916",8.0%,13.0%
2023-10-09,5,1947 보스톤,2023-09-27,"23,846","852,930","220,211,966","8,150,661,559",805,"2,142","277,725",8.6%,10.6%
2023-10-09,6,더 넌 2,2023-09-27,"11,296","321,874","118,352,938","3,345,584,817",459,791,"95,116",11.9%,3.6%
2023-10-09,7,화란,2023-10-11,"10,437","27,675","102,105,214","269,817,848",516,785,"109,053",9.6%,4.2%
2023-10-09,8,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"8,424","129,375","76,945,006","1,178,954,166",357,444,"49,928",16.9%,1.9%
2023-10-09,9,사나: 저주의 아이,2023-10-04,"6,718","42,818","72,715,700","422,197,800",199,467,,,
2023-10-09,10,거미집,2023-09-27,"6,607","297,063","66,123,155","2,864,650,174",481,630,"73,627",9.0%,2.8%
2023-10-10,1,30일,2023-10-03,"40,336","814,629","385,694,972","8,040,132,589","1,104","4,350","677,090",6.0%,32.9%
2023-10-10,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"15,574","1,765,930","146,390,001","17,201,774,366",885,"3,164","485,955",3.2%,23.6%
2023-10-10,3,1947 보스톤,2023-09-27,"8,322","861,252","72,488,954","8,223,150,513",675,"1,714","227,865",3.7%,11.1%
2023-10-10,4,크리에이터,2023-10-03,"6,246","222,330","58,806,361","2,385,309,959",701,"1,737","260,704",2.4%,12.7%
2023-10-10,5,더 넌 2,2023-09-27,"3,932","325,806","40,009,792","3,385,594,609",380,662,"81,810",4.8%,4.0%
2023-10-10,6,거미집,2023-09-27,"3,675","300,738","31,971,185","2,896,621,359",474,725,"84,762",4.3%,4.1%
2023-10-10,7,사나: 저주의 아이,2023-10-04,"3,006","45,824","26,065,200","448,263,000",182,402,,,
2023-10-10,8,화란,2023-10-11,"1,350","29,025","12,906,000","282,723,848",4,4,"1,350",100.0%,0.1%
2023-10-10,9,퍼피 구조대: 더 마이티 무비,2023-10-06,"1,267","79,503","10,657,496","747,914,794",227,241,"28,662",4.4%,1.4%
2023-10-10,10,잠,2023-09-06,923,"1,466,593","7,639,017","13,862,627,830",165,205,"24,201",3.8%,1.2%
2023-10-11,1,30일,2023-10-03,"41,284","855,913","395,476,687","8,435,609,276",951,"3,557","570,489",7.2%,26.2%
2023-10-11,2,화란,2023-10-11,"31,843","60,868","290,092,301","572,816,149",976,"3,443","515,454",6.2%,23.7%
2023-10-11,3,화사한 그녀,2023-10-11,"13,118","14,861","99,872,400","112,073,400",394,"1,323","174,619",7.5%,8.0%
2023-10-11,4,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"12,726","1,778,656","118,433,759","17,320,208,125",710,"2,195","290,833",4.4%,13.4%
2023-10-11,5,1947 보스톤,2023-09-27,"8,433","869,685","66,092,067","8,289,242,580",591,"1,104","135,917",6.2%,6.2%
2023-10-11,6,크리에이터,2023-10-03,"4,590","226,920","41,431,725","2,426,741,684",459,837,"119,270",3.9%,5.5%
2023-10-11,7,더 넌 2,2023-09-27,"3,614","329,420","36,701,253","3,422,295,862",243,363,"44,403",8.1%,2.0%
2023-10-11,8,사나: 저주의 아이,2023-10-04,"2,756","48,580","25,958,400","474,221,400",163,277,,,
2023-10-11,9,나의 행복한 결혼,2023-10-11,"2,460","3,047","16,813,031","22,096,031",107,293,"35,254",7.0%,1.6%
2023-10-11,10,아이유 콘서트 : 더 골든 아워,2023-09-13,"1,839","81,602","44,136,000","1,907,162,000",20,90,"30,149",6.1%,1.4%
2023-10-12,1,30일,2023-10-03,"39,779","895,692","381,556,959","8,817,166,235",965,"3,568","570,420",7.0%,26.7%
2023-10-12,2,화란,2023-10-11,"18,248","79,116","171,768,506","744,584,655",957,"3,208","480,717",3.8%,22.5%
2023-10-12,3,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"12,869","1,791,525","115,424,932","17,435,633,057",743,"2,121","283,150",4.5%,13.2%
2023-10-12,4,1947 보스톤,2023-09-27,"9,444","879,129","70,121,909","8,359,364,489",599,"1,156","141,324",6.7%,6.6%
2023-10-12,5,화사한 그녀,2023-10-11,"8,051","22,912","66,413,100","178,486,500",385,"1,222","161,065",5.0%,7.5%
2023-10-12,6,크리에이터,2023-10-03,"3,073","229,993","28,962,923","2,455,704,607",431,778,"113,931",2.7%,5.3%
2023-10-12,7,에브리씽 에브리웨어 올 앳 원스,2022-10-12,"2,892","370,187","28,545,700","3,920,531,529",48,75,,,
2023-10-12,8,더 넌 2,2023-09-27,"2,820","332,240","29,216,404","3,451,512,266",244,353,"43,792",6.4%,2.0%
2023-10-12,9,사나: 저주의 아이,2023-10-04,"2,689","51,269","24,493,400","498,714,800",168,282,,,
2023-10-12,10,만강홍: 사라진 밀서,2023-10-11,"1,348","3,276","11,014,756","27,166,056",143,205,,,
2023-10-13,1,30일,2023-10-03,"58,531","954,223","578,103,618","9,395,269,853","1,052","3,951","633,597",9.2%,28.0%
2023-10-13,2,화란,2023-10-11,"19,661","98,777","194,879,601","939,464,256",970,"3,214","480,751",4.1%,21.2%
2023-10-13,3,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"14,973","1,806,498","143,361,455","17,578,994,512",757,"2,271","302,579",5.0%,13.4%
2023-10-13,4,1947 보스톤,2023-09-27,"14,293","893,422","109,030,304","8,468,394,793",689,"1,302","162,551",8.8%,7.2%
2023-10-13,5,화사한 그녀,2023-10-11,"8,238","31,150","72,323,100","250,809,600",393,"1,250","168,949",4.9%,7.4%
2023-10-13,6,크리에이터,2023-10-03,"5,177","235,170","49,033,694","2,504,738,301",446,820,"116,856",4.4%,5.2%
2023-10-13,7,더 넌 2,2023-09-27,"4,290","336,530","45,657,379","3,497,169,645",267,400,"48,093",8.9%,2.1%
2023-10-13,8,사나: 저주의 아이,2023-10-04,"3,885","55,154","38,429,000","537,143,800",175,312,,,
2023-10-13,9,아이유 콘서트 : 더 골든 아워,2023-09-13,"2,846","84,869","66,909,500","1,984,174,500",22,84,"28,329",10.1%,1.2%
2023-10-13,10,에브리씽 에브리웨어 올 앳 원스,2022-10-12,"1,747","371,934","17,713,300","3,938,244,829",51,81,,,
2023-10-14,1,30일,2023-10-03,"138,490","1,092,713","1,397,068,651","10,792,338,504","1,146","4,586","735,976",18.8%,28.6%
2023-10-14,2,화란,2023-10-11,"36,396","135,173","370,320,172","1,309,784,428",974,"3,336","490,603",7.4%,19.1%
2023-10-14,3,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"24,655","1,831,153","242,017,458","17,821,011,970",795,"2,437","315,143",7.8%,12.2%
2023-10-14,4,퍼피 구조대: 더 마이티 무비,2023-10-06,"16,455","98,903","153,664,122","926,757,266",528,892,"109,654",15.0%,4.3%
2023-10-14,5,화사한 그녀,2023-10-11,"15,756","46,906","151,049,500","401,859,100",414,"1,403","191,090",8.3%,7.4%
2023-10-14,6,1947 보스톤,2023-09-27,"14,839","908,261","117,462,499","8,585,857,292",714,"1,384","164,557",9.0%,6.4%
2023-10-14,7,더 넌 2,2023-09-27,"7,959","344,489","85,537,140","3,582,706,785",300,489,"57,489",13.8%,2.2%
2023-10-14,8,크리에이터,2023-10-03,"7,915","243,085","81,934,689","2,586,672,990",507,896,"126,377",6.3%,4.9%
2023-10-14,9,사나: 저주의 아이,2023-10-04,"6,302","61,456","65,833,800","602,977,600",181,331,,,
2023-10-14,10,"기억해, 우리가 사랑한 시간",2023-10-11,"3,194","8,196","29,878,500","73,527,050",178,427,"50,656",6.3%,2.0%
2023-10-15,1,30일,2023-10-03,"117,460","1,210,173","1,186,976,105","11,979,314,609","1,152","4,484","721,480",16.3%,29.3%
2023-10-15,2,화란,2023-10-11,"31,728","166,901","324,623,107","1,634,407,535",963,"3,164","467,289",6.8%,19.0%
2023-10-15,3,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"19,176","1,850,329","190,475,078","18,011,487,048",776,"2,248","290,614",6.6%,11.8%
2023-10-15,4,퍼피 구조대: 더 마이티 무비,2023-10-06,"15,775","114,678","147,817,790","1,074,575,056",526,903,"111,204",14.2%,4.5%
2023-10-15,5,화사한 그녀,2023-10-11,"13,358","60,264","123,892,300","525,751,400",409,"1,312","181,021",7.4%,7.3%
2023-10-15,6,1947 보스톤,2023-09-27,"10,726","918,987","83,824,125","8,669,681,417",697,"1,307","155,507",6.9%,6.3%
2023-10-15,7,크리에이터,2023-10-03,"6,084","249,169","61,163,960","2,647,836,950",494,844,"116,934",5.2%,4.7%
2023-10-15,8,더 넌 2,2023-09-27,"5,961","350,450","63,814,920","3,646,521,705",285,442,"51,755",11.5%,2.1%
2023-10-15,9,사나: 저주의 아이,2023-10-04,"5,235","66,691","54,628,400","657,606,000",177,312,,,
2023-10-15,10,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"2,788","135,402","26,126,079","1,234,593,827",205,238,"26,278",10.6%,1.1%
2023-10-16,1,30일,2023-10-03,"35,762","1,245,935","341,719,862","12,321,034,471","1,052","3,897","628,522",5.7%,32.7%
2023-10-16,2,화란,2023-10-11,"10,322","177,223","99,660,217","1,734,067,752",847,"2,567","384,788",2.7%,20.0%
2023-10-16,3,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"8,069","1,858,398","73,111,407","18,084,598,455",667,"1,814","233,445",3.5%,12.1%
2023-10-16,4,1947 보스톤,2023-09-27,"4,931","923,918","37,099,496","8,706,780,913",556,"1,019","125,966",3.9%,6.6%
2023-10-16,5,화사한 그녀,2023-10-11,"3,485","63,749","33,476,600","559,228,000",338,935,"133,899",2.6%,7.0%
2023-10-16,6,더 넌 2,2023-09-27,"1,924","352,374","20,232,864","3,666,754,569",238,335,"41,772",4.6%,2.2%
2023-10-16,7,크리에이터,2023-10-03,"1,802","250,971","17,200,147","2,665,037,097",378,616,"89,623",2.0%,4.7%
2023-10-16,8,사나: 저주의 아이,2023-10-04,"1,386","68,077","13,896,200","671,502,200",152,254,,,
2023-10-16,9,거미집,2023-09-27,"1,048","309,851","8,527,056","2,971,590,077",203,259,"32,972",3.2%,1.7%
2023-10-16,10,익스펜더블 4,2023-10-18,"1,000","1,801","10,000,000","17,376,000",8,8,"1,226",81.6%,0.1%
2023-10-17,1,30일,2023-10-03,"31,267","1,277,202","296,821,646","12,617,856,117","1,070","3,840","617,178",5.1%,32.6%
2023-10-17,2,화란,2023-10-11,"11,534","188,757","106,089,396","1,840,157,148",874,"2,483","373,949",3.1%,19.8%
2023-10-17,3,1947 보스톤,2023-09-27,"10,576","934,494","77,241,925","8,784,022,838",575,"1,038","128,181",8.3%,6.8%
2023-10-17,4,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"7,334","1,865,732","66,804,874","18,151,403,329",674,"1,650","212,187",3.5%,11.2%
2023-10-17,5,화사한 그녀,2023-10-11,"4,373","68,122","37,892,300","597,120,300",348,941,"134,121",3.3%,7.1%
2023-10-17,6,크리에이터,2023-10-03,"2,125","253,096","20,130,302","2,685,167,399",362,569,"86,208",2.5%,4.6%
2023-10-17,7,사나: 저주의 아이,2023-10-04,"2,096","70,173","17,251,400","688,753,600",166,275,,,
2023-10-17,8,익스펜더블 4,2023-10-18,"1,623","3,424","15,129,000","32,505,000",9,9,"1,623",100.0%,0.1%
2023-10-17,9,더 넌 2,2023-09-27,"1,619","353,993","16,427,486","3,683,182,055",235,336,"41,771",3.9%,2.2%
2023-10-17,10,거미집,2023-09-27,"1,162","311,013","9,316,085","2,980,906,162",207,259,"33,513",3.5%,1.8%
2023-10-18,1,30일,2023-10-03,"34,818","1,312,020","329,343,379","12,947,199,496",987,"3,485","570,848",6.1%,27.0%
2023-10-18,2,익스펜더블 4,2023-10-18,"12,014","15,438","109,442,326","141,947,326",613,"1,705","241,516",5.0%,11.4%
2023-10-18,3,엑소시스트: 믿는 자,2023-10-18,"11,293","11,444","113,942,988","115,301,988",621,"1,623","222,928",5.1%,10.6%
2023-10-18,4,블루 자이언트,2023-10-18,"9,050","13,848","84,909,143","140,852,543",574,"1,498",,,
2023-10-18,5,화란,2023-10-11,"8,729","197,486","80,120,805","1,920,277,953",684,"1,552","202,406",4.3%,9.6%
2023-10-18,6,바람 따라 만나리 : 김호중의 계절,2023-10-18,"7,799","7,969","179,355,500","181,055,500",77,252,"48,364",16.1%,2.3%
2023-10-18,7,1947 보스톤,2023-09-27,"7,382","941,876","54,138,206","8,838,161,044",407,604,"73,742",10.0%,3.5%
2023-10-18,8,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"5,704","1,871,436","55,262,431","18,206,665,760",527,992,"117,998",4.8%,5.6%
2023-10-18,9,괴담만찬,2023-10-18,"4,091","5,454","27,906,691","40,173,691",162,482,"60,448",6.8%,2.9%
2023-10-18,10,용감한 시민,2023-10-25,"2,757","3,004","25,569,000","27,792,000",9,9,"2,765",99.7%,0.1%
2023-10-19,1,30일,2023-10-03,"36,716","1,348,736","350,133,637","13,297,333,133",973,"3,287","545,626",6.7%,26.9%
2023-10-19,2,플라워 킬링 문,2023-10-19,"12,992","13,648","118,909,776","124,813,776",562,966,"131,716",9.9%,6.5%
2023-10-19,3,익스펜더블 4,2023-10-18,"8,271","23,709","76,763,856","218,711,182",612,"1,499","215,460",3.8%,10.6%
2023-10-19,4,엑소시스트: 믿는 자,2023-10-18,"7,427","18,871","75,238,529","190,540,517",576,"1,344","182,668",4.1%,9.0%
2023-10-19,5,화란,2023-10-11,"6,824","204,310","63,972,043","1,984,249,996",654,"1,331","169,596",4.0%,8.4%
2023-10-19,6,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"6,290","1,877,726","59,139,476","18,265,805,236",511,858,"101,112",6.2%,5.0%
2023-10-19,7,1947 보스톤,2023-09-27,"6,075","947,951","44,427,178","8,882,588,222",364,512,"62,096",9.8%,3.1%
2023-10-19,8,블루 자이언트,2023-10-18,"4,463","18,311","43,346,266","184,198,809",534,"1,162",,,
2023-10-19,9,바람 따라 만나리 : 김호중의 계절,2023-10-18,"3,156","11,125","72,579,500","253,635,000",74,228,"43,985",7.2%,2.2%
2023-10-19,10,괴담만찬,2023-10-18,"2,851","8,305","20,468,647","60,642,338",145,420,"53,843",5.3%,2.6%
2023-10-20,1,30일,2023-10-03,"58,519","1,407,255","576,970,221","13,874,303,354","1,050","3,668","600,598",9.7%,27.8%
2023-10-20,2,플라워 킬링 문,2023-10-19,"12,087","25,735","116,959,645","241,773,421",613,"1,057","146,277",8.3%,6.8%
2023-10-20,3,엑소시스트: 믿는 자,2023-10-18,"11,851","30,722","122,277,216","312,817,733",599,"1,385","187,153",6.3%,8.7%
2023-10-20,4,화란,2023-10-11,"11,515","215,825","106,837,719","2,091,087,715",718,"1,417","178,392",6.5%,8.2%
2023-10-20,5,1947 보스톤,2023-09-27,"8,642","956,593","63,140,312","8,945,728,534",394,580,"71,922",12.0%,3.3%
2023-10-20,6,익스펜더블 4,2023-10-18,"8,175","31,884","80,004,805","298,715,987",634,"1,495","214,352",3.8%,9.9%
2023-10-20,7,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"7,369","1,885,095","69,755,793","18,335,561,029",553,979,"118,052",6.2%,5.5%
2023-10-20,8,블루 자이언트,2023-10-18,"5,798","24,109","59,357,798","243,556,607",544,"1,234",,,
2023-10-20,9,괴담만찬,2023-10-18,"3,562","11,867","28,532,696","89,175,034",161,457,"59,647",6.0%,2.8%
2023-10-20,10,바람 따라 만나리 : 김호중의 계절,2023-10-18,"3,245","14,370","74,626,000","328,261,000",72,224,"43,607",7.4%,2.0%
2023-10-21,1,30일,2023-10-03,"101,972","1,509,227","1,029,049,475","14,903,352,829","1,107","4,337","720,558",14.2%,29.5%
2023-10-21,2,플라워 킬링 문,2023-10-19,"24,506","50,241","239,519,736","481,293,157",696,"1,264","178,335",13.7%,7.3%
2023-10-21,3,엑소시스트: 믿는 자,2023-10-18,"17,380","48,102","184,263,220","497,080,953",630,"1,490","190,509",9.1%,7.8%
2023-10-21,4,화란,2023-10-11,"12,549","228,374","124,027,687","2,215,115,402",725,"1,430","175,137",7.2%,7.2%
2023-10-21,5,익스펜더블 4,2023-10-18,"9,928","41,812","100,263,675","398,979,662",629,"1,489","208,724",4.8%,8.6%
2023-10-21,6,블루 자이언트,2023-10-18,"9,721","33,830","100,850,421","344,407,028",566,"1,304",,,
2023-10-21,7,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"8,997","1,894,092","92,720,306","18,428,281,335",568,"1,004","117,488",7.7%,4.8%
2023-10-21,8,퍼피 구조대: 더 마이티 무비,2023-10-06,"8,605","128,000","80,458,341","1,193,539,392",405,588,"74,920",11.5%,3.1%
2023-10-21,9,마브카 : 숲의 노래,2023-10-18,"7,702","17,500","70,744,808","153,363,059",489,644,,,
2023-10-21,10,바람 따라 만나리 : 김호중의 계절,2023-10-18,"5,621","19,991","129,271,000","457,532,000",78,235,"46,067",12.2%,1.9%
2023-10-22,1,30일,2023-10-03,"86,371","1,595,598","876,006,598","15,779,359,427","1,098","4,166","691,712",12.5%,29.8%
2023-10-22,2,플라워 킬링 문,2023-10-19,"19,646","69,887","192,813,733","674,106,890",719,"1,249","178,018",11.0%,7.7%
2023-10-22,3,엑소시스트: 믿는 자,2023-10-18,"13,925","62,027","148,032,926","645,113,879",615,"1,376","175,656",7.9%,7.6%
2023-10-22,4,화란,2023-10-11,"11,299","239,673","114,857,172","2,329,972,574",728,"1,355","167,378",6.8%,7.2%
2023-10-22,5,퍼피 구조대: 더 마이티 무비,2023-10-06,"9,817","137,817","90,454,972","1,283,994,364",412,602,"76,462",12.8%,3.3%
2023-10-22,6,블루 자이언트,2023-10-18,"9,750","43,580","101,249,787","445,656,815",566,"1,221",,,
2023-10-22,7,마브카 : 숲의 노래,2023-10-18,"8,494","25,994","78,156,478","231,519,537",479,630,,,
2023-10-22,8,익스펜더블 4,2023-10-18,"8,410","50,222","85,614,398","484,594,060",606,"1,356","190,498",4.4%,8.2%
2023-10-22,9,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"7,823","1,901,915","81,562,222","18,509,843,557",551,928,"108,078",7.2%,4.6%
2023-10-22,10,바람 따라 만나리 : 김호중의 계절,2023-10-18,"5,155","25,146","118,550,500","576,082,500",78,225,"43,800",11.8%,1.9%
2023-10-23,1,30일,2023-10-03,"26,219","1,621,817","251,407,565","16,030,766,992","1,009","3,460","574,187",4.6%,32.3%
2023-10-23,2,플라워 킬링 문,2023-10-19,"8,708","78,595","79,615,510","753,722,400",638,"1,099","159,411",5.5%,9.0%
2023-10-23,3,소년들,2023-11-01,"6,058","6,305","54,522,000","56,745,000",25,28,"6,074",99.7%,0.3%
2023-10-23,4,화란,2023-10-11,"4,328","244,001","40,230,211","2,370,202,785",573,"1,070","140,195",3.1%,7.9%
2023-10-23,5,블루 자이언트,2023-10-18,"3,876","47,456","36,741,622","482,398,437",502,"1,021",,,
2023-10-23,6,익스펜더블 4,2023-10-18,"3,599","53,821","32,999,886","517,593,946",528,"1,052","155,581",2.3%,8.8%
2023-10-23,7,엑소시스트: 믿는 자,2023-10-18,"2,977","65,004","29,964,477","675,078,356",474,877,"113,279",2.6%,6.4%
2023-10-23,8,1947 보스톤,2023-09-27,"2,936","968,315","21,348,734","9,039,048,560",315,427,"52,703",5.6%,3.0%
2023-10-23,9,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"2,732","1,904,647","25,770,381","18,535,613,938",425,706,"82,874",3.3%,4.7%
2023-10-23,10,바람 따라 만나리 : 김호중의 계절,2023-10-18,"2,148","27,294","49,386,000","625,468,500",77,203,"38,967",5.5%,2.2%
2023-10-24,1,30일,2023-10-03,"26,051","1,647,868","248,026,676","16,278,793,668","1,034","3,414","566,080",4.6%,31.9%
2023-10-24,2,플라워 킬링 문,2023-10-19,"9,482","88,077","86,420,284","840,142,684",649,"1,131","165,858",5.7%,9.3%
2023-10-24,3,소년들,2023-11-01,"5,511","11,816","49,087,000","105,832,000",26,26,"5,518",99.9%,0.3%
2023-10-24,4,블루 자이언트,2023-10-18,"4,765","52,221","45,375,811","527,774,248",512,"1,059",,,
2023-10-24,5,1947 보스톤,2023-09-27,"4,594","972,909","33,071,173","9,072,119,733",319,433,"53,258",8.6%,3.0%
2023-10-24,6,화란,2023-10-11,"3,680","247,681","33,607,007","2,403,809,792",570,976,"125,652",2.9%,7.1%
2023-10-24,7,익스펜더블 4,2023-10-18,"3,410","57,231","31,664,168","549,258,114",517,"1,018","150,698",2.3%,8.5%
2023-10-24,8,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"2,823","1,907,470","25,006,975","18,560,620,913",421,680,"80,889",3.5%,4.6%
2023-10-24,9,엑소시스트: 믿는 자,2023-10-18,"2,738","67,742","27,542,714","702,621,070",442,780,"102,647",2.7%,5.8%
2023-10-24,10,바람 따라 만나리 : 김호중의 계절,2023-10-18,"2,392","29,686","54,989,500","680,458,000",76,214,"41,046",5.8%,2.3%
2023-10-25,1,그대들은 어떻게 살 것인가,2023-10-25,"255,230","255,230","2,082,957,643","2,082,957,643","1,733","6,768",,,
2023-10-25,2,용감한 시민,2023-10-25,"36,639","39,643","286,778,116","314,570,116",887,"3,133","421,642",8.7%,18.7%
2023-10-25,3,30일,2023-10-03,"27,414","1,675,282","212,713,702","16,491,507,370",688,"2,011","236,296",11.6%,10.5%
2023-10-25,4,플라워 킬링 문,2023-10-19,"7,229","95,306","55,240,296","895,382,980",394,542,"71,388",10.1%,3.2%
2023-10-25,5,1947 보스톤,2023-09-27,"5,058","977,967","37,376,267","9,109,496,000",136,147,"17,556",28.8%,0.8%
2023-10-25,6,오픈 더 도어,2023-10-25,"3,019","3,934","21,365,400","30,017,400",213,462,"54,028",5.6%,2.4%
2023-10-25,7,블루 자이언트,2023-10-18,"1,776","53,997","14,168,841","541,943,089",159,185,,,
2023-10-25,8,화란,2023-10-11,"1,760","249,441","12,763,901","2,416,573,693",199,246,"27,772",6.3%,1.2%
2023-10-25,9,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"1,561","1,909,031","12,461,500","18,573,082,413",129,145,"16,080",9.7%,0.7%
