날짜,순위,영화명,개봉일,관객수,누적관객수,매출액,누적매출액,스크린수,상영횟수,좌석수,좌석판매율,좌석점유율
2023-09-19,2,베니스 유령 살인사건,2023-09-13,"8,975","150,012","83,969,322","1,470,656,837",682,"2,175","346,054",2.6%,17.3%
2023-09-19,3,오펜하이머,2023-08-15,"6,690","3,125,550","62,953,578","33,307,284,383",595,"1,321","205,652",3.3%,10.3%
2023-09-19,4,달짝지근해: 7510,2023-08-15,"6,414","1,345,494","56,278,263","13,059,381,433",545,"1,053","126,009",5.1%,6.3%
2023-09-19,5,콘크리트 유토피아,2023-08-09,"4,456","3,818,969","34,248,105","37,172,500,203",542,940,"117,588",3.8%,5.9%
2023-09-19,6,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"3,217","3,464","28,953,000","31,176,000",9,14,"3,233",99.5%,0.2%
2023-09-19,7,1947 보스톤,2023-09-27,"3,212","13,783","28,908,000","131,741,000",15,15,"3,212",100.0%,0.2%
2023-09-19,8,닌자터틀: 뮤턴트 대소동,2023-09-14,"2,682","56,001","21,195,550","509,345,893",372,606,"80,552",3.3%,4.0%
2023-09-19,9,"여름을 향한 터널, 이별의 출구",2023-09-14,"2,516","43,449","26,372,900","444,313,800",219,445,,,
2023-09-19,10,타겟,2023-08-30,"2,044","419,065","17,784,602","3,953,595,786",342,529,"59,751",3.4%,3.0%
2023-09-20,1,잠,2023-09-06,"31,725","1,124,089","258,641,035","11,036,755,903","1,033","4,230","649,079",4.9%,31.2%
2023-09-20,2,그란 투리스모,2023-09-20,"14,622","15,144","138,444,229","144,186,229",883,"2,810","464,035",3.2%,22.3%
2023-09-20,3,베니스 유령 살인사건,2023-09-13,"6,962","156,974","66,161,686","1,536,818,523",616,"1,452","203,194",3.4%,9.8%
2023-09-20,4,거미집,2023-09-27,"6,526","7,923","59,490,000","72,063,000",27,27,"6,526",100.0%,0.3%
2023-09-20,5,달짝지근해: 7510,2023-08-15,"6,432","1,351,926","55,471,640","13,114,853,073",486,889,"101,912",6.3%,4.9%
2023-09-20,6,오펜하이머,2023-08-15,"6,165","3,131,715","58,469,141","33,365,753,524",535,"1,064","150,869",4.1%,7.3%
2023-09-20,7,콘크리트 유토피아,2023-08-09,"3,974","3,822,943","30,456,828","37,202,957,031",485,770,"88,530",4.5%,4.3%
2023-09-20,8,아이유 콘서트 : 더 골든 아워,2023-09-13,"3,185","57,307","74,593,000","1,347,387,500",47,129,"36,134",8.8%,1.7%
2023-09-20,9,힙노틱,2023-09-20,"2,543","2,669","22,835,039","23,969,039",113,221,"29,573",8.6%,1.4%
2023-09-20,10,"여름을 향한 터널, 이별의 출구",2023-09-14,"2,525","45,974","25,493,600","469,807,400",197,424,,,
2023-09-21,1,잠,2023-09-06,"25,260","1,149,349","207,003,151","11,243,759,054",901,"3,481","538,441",4.7%,25.0%
2023-09-21,2,가문의 영광: 리턴즈,2023-09-21,"22,025","23,789","197,573,209","213,591,209",823,"3,267","468,406",4.7%,21.8%
2023-09-21,3,그란 투리스모,2023-09-20,"9,126","24,270","86,110,821","230,297,050",761,"2,229","371,610",2.5%,17.3%
2023-09-21,4,베니스 유령 살인사건,2023-09-13,"5,244","162,218","49,976,412","1,586,794,935",527,"1,046","145,518",3.6%,6.8%
2023-09-21,5,오펜하이머,2023-08-15,"5,041","3,136,756","47,242,353","33,412,995,877",479,853,"115,058",4.4%,5.4%
2023-09-21,6,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"3,982","10,852","33,009,027","98,585,506",299,323,,,
2023-09-21,7,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"3,381","6,845","30,717,000","61,893,000",15,15,"3,389",99.8%,0.2%
2023-09-21,8,콘크리트 유토피아,2023-08-09,"3,197","3,826,140","25,950,695","37,228,907,726",380,541,"62,532",5.1%,2.9%
2023-09-21,9,달짝지근해: 7510,2023-08-15,"3,146","1,355,072","27,708,366","13,142,561,439",382,625,"70,215",4.5%,3.3%
2023-09-21,10,30일,2023-10-03,"2,250","9,308","20,250,000","82,588,000",11,11,"2,511",89.6%,0.1%
2023-09-22,1,잠,2023-09-06,"37,932","1,187,281","310,061,351","11,553,820,405",992,"3,893","603,208",6.3%,26.2%
2023-09-22,2,가문의 영광: 리턴즈,2023-09-21,"16,562","40,351","155,635,616","369,226,825",817,"2,994","427,953",3.9%,18.6%
2023-09-22,3,그란 투리스모,2023-09-20,"11,309","35,579","113,108,749","343,405,799",778,"2,353","394,190",2.9%,17.2%
2023-09-22,4,베니스 유령 살인사건,2023-09-13,"7,608","169,826","72,213,056","1,659,007,991",586,"1,123","151,809",5.0%,6.6%
2023-09-22,5,오펜하이머,2023-08-15,"7,459","3,144,215","70,726,137","33,483,722,014",517,930,"128,906",5.8%,5.6%
2023-09-22,6,플로라 앤 썬,2023-09-22,"6,606","8,222","40,747,300","52,131,300",114,404,"55,483",11.9%,2.4%
2023-09-22,7,달짝지근해: 7510,2023-08-15,"3,863","1,358,935","36,682,436","13,179,243,875",418,679,"74,522",5.2%,3.2%
2023-09-22,8,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"3,861","14,713","32,711,007","131,296,513",289,309,,,
2023-09-22,9,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"3,591","10,436","36,054,000","97,947,000",16,16,"3,599",99.8%,0.2%
2023-09-22,10,콘크리트 유토피아,2023-08-09,"3,305","3,829,445","25,755,218","37,254,662,944",409,582,"66,926",4.9%,2.9%
2023-09-23,1,잠,2023-09-06,"73,580","1,260,861","614,308,616","12,168,129,021","1,074","4,619","710,411",10.4%,27.0%
2023-09-23,2,가문의 영광: 리턴즈,2023-09-21,"27,922","68,273","274,534,904","643,761,729",814,"3,133","445,004",6.3%,16.9%
2023-09-23,3,그란 투리스모,2023-09-20,"21,931","57,510","226,592,160","569,997,959",770,"2,599","420,711",5.2%,16.0%
2023-09-23,4,오펜하이머,2023-08-15,"15,189","3,159,404","150,329,980","33,634,051,994",589,"1,085","150,553",10.1%,5.7%
2023-09-23,5,베니스 유령 살인사건,2023-09-13,"12,214","182,040","121,675,913","1,780,683,904",614,"1,230","161,740",7.6%,6.2%
2023-09-23,6,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"11,819","26,532","106,477,331","237,773,844",488,686,,,
2023-09-23,7,달짝지근해: 7510,2023-08-15,"6,627","1,365,562","64,806,353","13,244,050,228",468,784,"86,439",7.7%,3.3%
2023-09-23,8,"여름을 향한 터널, 이별의 출구",2023-09-14,"6,071","56,898","63,780,400","582,375,800",224,443,,,
2023-09-23,9,콘크리트 유토피아,2023-08-09,"5,795","3,835,240","46,428,538","37,301,091,482",422,617,"70,842",8.2%,2.7%
2023-09-23,10,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"4,449","14,885","52,136,400","150,083,400",12,15,"5,140",86.6%,0.2%
2023-09-24,1,잠,2023-09-06,"59,037","1,319,898","491,959,850","12,660,088,871","1,037","4,446","692,754",8.5%,27.4%
2023-09-24,2,가문의 영광: 리턴즈,2023-09-21,"26,996","95,269","267,468,094","911,229,823",791,"2,996","424,327",6.4%,16.8%
2023-09-24,3,그란 투리스모,2023-09-20,"20,380","77,890","210,100,622","780,098,581",759,"2,480","395,966",5.2%,15.6%
2023-09-24,4,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"12,724","39,256","114,598,184","352,372,028",516,740,,,
2023-09-24,5,오펜하이머,2023-08-15,"12,496","3,171,900","122,684,752","33,756,736,746",580,"1,065","146,936",8.5%,5.8%
2023-09-24,6,베니스 유령 살인사건,2023-09-13,"9,430","191,470","92,841,325","1,873,525,229",617,"1,160","153,382",6.2%,6.1%
2023-09-24,7,달짝지근해: 7510,2023-08-15,"6,182","1,371,744","60,035,784","13,304,086,012",452,749,"82,665",7.5%,3.3%
2023-09-24,8,콘크리트 유토피아,2023-08-09,"5,223","3,840,463","41,700,150","37,342,791,632",418,593,"70,327",7.4%,2.8%
2023-09-24,9,"여름을 향한 터널, 이별의 출구",2023-09-14,"5,004","61,902","54,482,200","636,858,000",215,429,,,
2023-09-24,10,닌자터틀: 뮤턴트 대소동,2023-09-14,"4,221","68,333","37,956,570","617,380,430",309,400,"48,091",8.8%,1.9%
2023-09-25,1,잠,2023-09-06,"19,264","1,339,162","158,731,773","12,818,820,644",903,"3,432","541,136",3.6%,28.0%
2023-09-25,2,가문의 영광: 리턴즈,2023-09-21,"10,434","105,703","94,311,795","1,005,541,618",693,"2,318","336,082",3.1%,17.4%
2023-09-25,3,그란 투리스모,2023-09-20,"6,937","84,827","67,205,260","847,303,841",683,"1,851","302,929",2.3%,15.7%
2023-09-25,4,오펜하이머,2023-08-15,"4,605","3,176,505","42,132,421","33,798,869,167",487,867,"123,675",3.7%,6.4%
2023-09-25,5,베니스 유령 살인사건,2023-09-13,"3,973","195,443","36,595,207","1,910,120,436",512,895,"126,087",3.2%,6.5%
2023-09-25,6,30일,2023-10-03,"3,823","15,127","35,163,000","139,916,817",15,15,"3,823",100.0%,0.2%
2023-09-25,7,달짝지근해: 7510,2023-08-15,"2,566","1,374,310","22,049,855","13,326,135,867",347,545,"61,139",4.2%,3.2%
2023-09-25,8,콘크리트 유토피아,2023-08-09,"2,165","3,842,628","16,935,462","37,359,727,094",380,519,"62,361",3.5%,3.2%
2023-09-25,9,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"1,847","20,287","16,827,000","209,749,507",7,7,"1,870",98.8%,0.1%
2023-09-25,10,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"1,537","40,793","11,432,850","363,804,878",194,203,,,
2023-09-26,1,잠,2023-09-06,"23,076","1,362,238","186,941,231","13,005,761,875",952,"3,567","565,135",4.1%,27.8%
2023-09-26,2,가문의 영광: 리턴즈,2023-09-21,"11,974","117,677","107,244,111","1,112,785,729",728,"2,439","348,367",3.4%,17.2%
2023-09-26,3,그란 투리스모,2023-09-20,"9,428","94,255","90,330,457","937,634,298",705,"1,957","320,947",2.9%,15.8%
2023-09-26,4,1947 보스톤,2023-09-27,"6,037","22,581","65,281,000","228,567,000",22,22,"6,057",99.7%,0.3%
2023-09-26,5,오펜하이머,2023-08-15,"6,000","3,182,505","55,063,517","33,853,932,684",521,946,"133,726",4.5%,6.6%
2023-09-26,6,베니스 유령 살인사건,2023-09-13,"4,037","199,480","37,371,510","1,947,491,946",517,911,"129,094",3.1%,6.4%
2023-09-26,7,달짝지근해: 7510,2023-08-15,"3,439","1,377,749","32,174,804","13,358,310,671",383,600,"67,830",5.1%,3.3%
2023-09-26,8,콘크리트 유토피아,2023-08-09,"2,463","3,845,091","18,949,722","37,378,676,816",389,528,"61,880",4.0%,3.0%
2023-09-26,9,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"2,027","42,820","16,460,600","380,265,478",241,265,,,
2023-09-26,10,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"1,998","22,285","19,082,000","228,831,507",7,7,"2,044",97.8%,0.1%
2023-09-27,1,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"144,201","166,486","1,142,103,781","1,370,935,288","1,353","6,536","1,005,429",14.3%,35.6%
2023-09-27,2,1947 보스톤,2023-09-27,"60,274","82,855","482,584,829","711,151,829","1,180","4,840","777,745",7.8%,27.6%
2023-09-27,3,더 넌 2,2023-09-27,"44,534","46,689","381,943,576","403,776,576",630,"1,851","229,301",19.4%,8.1%
2023-09-27,4,거미집,2023-09-27,"42,670","55,470","340,470,347","466,497,204","1,058","3,703","492,941",8.7%,17.5%
2023-09-27,5,잠,2023-09-06,"12,773","1,375,011","96,545,154","13,102,307,029",472,772,"86,204",14.8%,3.1%
2023-09-27,6,크리에이터,2023-10-03,"3,543","6,020","31,887,000","64,566,000",18,18,"3,608",98.2%,0.1%
2023-09-27,7,가문의 영광: 리턴즈,2023-09-21,"3,070","120,747","25,469,822","1,138,255,551",347,455,"48,702",6.3%,1.7%
2023-09-27,8,오펜하이머,2023-08-15,"2,529","3,185,034","20,856,542","33,874,789,226",74,92,"10,434",24.2%,0.4%
2023-09-27,9,"여름을 향한 터널, 이별의 출구",2023-09-14,"2,053","67,313","17,433,100","689,587,300",100,164,,,
2023-09-27,10,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"1,911","44,731","14,725,350","394,990,828",176,186,,,
2023-09-28,1,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"190,367","356,853","1,874,529,856","3,245,465,144","1,422","7,084","1,086,131",17.5%,36.3%
2023-09-28,2,1947 보스톤,2023-09-27,"89,204","172,059","871,670,929","1,582,822,758","1,200","4,981","789,462",11.3%,26.4%
2023-09-28,3,거미집,2023-09-27,"42,428","97,898","415,915,890","882,413,094",992,"3,486","465,129",9.1%,15.5%
2023-09-28,4,더 넌 2,2023-09-27,"33,307","79,996","357,277,751","761,054,327",683,"1,897","236,305",14.1%,7.9%
2023-09-28,5,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"14,978","18,923","134,035,744","169,495,744",575,969,"104,452",14.3%,3.5%
2023-09-28,6,잠,2023-09-06,"12,890","1,387,901","108,545,411","13,210,852,440",466,720,"79,460",16.2%,2.6%
2023-09-28,7,가문의 영광: 리턴즈,2023-09-21,"4,927","125,674","49,548,318","1,187,803,869",240,311,"31,521",15.6%,1.0%
2023-09-28,8,오펜하이머,2023-08-15,"4,281","3,189,315","43,851,616","33,918,640,842",77,95,"10,594",40.4%,0.4%
2023-09-28,9,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"4,099","48,830","38,573,644","433,564,472",171,192,,,
2023-09-28,10,80일간의 세계일주,2023-09-27,"3,318","4,239","27,658,950","36,641,550",147,202,"21,323",15.6%,0.7%
2023-09-29,1,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"278,454","635,307","2,789,644,367","6,035,109,511","1,465","7,431","1,148,981",24.2%,38.4%
2023-09-29,2,1947 보스톤,2023-09-27,"137,427","309,486","1,361,011,298","2,943,834,056","1,205","5,019","791,313",17.4%,26.4%
2023-09-29,3,거미집,2023-09-27,"47,792","145,690","482,533,344","1,364,946,438",893,"3,116","406,927",11.7%,13.6%
2023-09-29,4,더 넌 2,2023-09-27,"29,803","109,799","325,807,977","1,086,862,304",708,"1,880","232,261",12.8%,7.8%
2023-09-29,5,잠,2023-09-06,"13,186","1,401,087","109,320,921","13,320,173,361",469,721,"81,588",16.2%,2.7%
2023-09-29,6,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"11,627","30,550","108,121,347","277,617,091",554,935,"100,336",11.6%,3.4%
2023-09-29,7,가문의 영광: 리턴즈,2023-09-21,"9,237","134,911","96,215,715","1,284,019,584",252,324,"33,516",27.6%,1.1%
2023-09-29,8,오펜하이머,2023-08-15,"5,617","3,194,932","57,414,379","33,976,055,221",91,120,"14,716",38.2%,0.5%
2023-09-29,9,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"3,660","52,490","36,184,455","469,748,927",183,211,,,
2023-09-29,10,80일간의 세계일주,2023-09-27,"2,760","6,999","25,368,050","62,009,600",149,199,"21,692",12.7%,0.7%
2023-09-30,1,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"308,934","944,241","3,013,748,498","9,048,858,009","1,502","7,701","1,208,479",25.6%,39.1%
2023-09-30,2,1947 보스톤,2023-09-27,"151,911","461,397","1,458,082,092","4,401,916,148","1,273","5,232","797,701",19.0%,25.8%
2023-09-30,3,거미집,2023-09-27,"46,659","192,349","460,008,853","1,824,955,291",880,"2,882","375,216",12.4%,12.1%
2023-09-30,4,더 넌 2,2023-09-27,"42,054","151,853","452,340,796","1,539,203,100",720,"1,938","239,721",17.5%,7.8%
2023-09-30,5,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"20,906","51,456","191,381,901","468,998,992",601,"1,042","112,101",18.7%,3.6%
2023-09-30,6,잠,2023-09-06,"16,460","1,417,547","135,438,960","13,455,612,321",482,750,"83,798",19.6%,2.7%
2023-09-30,7,가문의 영광: 리턴즈,2023-09-21,"12,093","147,004","122,858,123","1,406,877,707",294,404,"44,263",27.3%,1.4%
2023-09-30,8,오펜하이머,2023-08-15,"7,378","3,202,310","71,911,409","34,047,966,630",111,143,"18,282",40.4%,0.6%
2023-09-30,9,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"6,099","58,589","58,386,385","528,135,312",207,244,,,
2023-09-30,10,80일간의 세계일주,2023-09-27,"4,487","11,486","38,561,700","100,571,300",166,226,"24,740",18.1%,0.8%
2023-10-01,1,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"229,703","1,173,944","2,297,433,754","11,346,291,763","1,511","7,735","1,212,355",19.0%,39.6%
2023-10-01,2,1947 보스톤,2023-09-27,"109,428","570,825","1,082,842,675","5,484,758,823","1,282","5,231","798,481",13.7%,26.1%
2023-10-01,3,더 넌 2,2023-09-27,"43,183","195,036","466,232,300","2,005,435,400",713,"1,855","227,017",19.0%,7.4%
2023-10-01,4,거미집,2023-09-27,"32,329","224,678","327,043,297","2,151,998,588",832,"2,623","341,062",9.5%,11.2%
2023-10-01,5,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"18,008","69,464","165,460,781","634,459,773",579,"1,012","109,287",16.5%,3.6%
2023-10-01,6,잠,2023-09-06,"14,530","1,432,077","120,314,850","13,575,927,171",489,775,"86,507",16.8%,2.8%
2023-10-01,7,가문의 영광: 리턴즈,2023-09-21,"9,438","156,442","97,320,508","1,504,198,215",326,460,"51,203",18.4%,1.7%
2023-10-01,8,오펜하이머,2023-08-15,"5,690","3,208,000","58,942,342","34,106,908,972",128,170,"20,674",27.5%,0.7%
2023-10-01,9,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"5,678","64,267","54,316,176","582,451,488",210,252,,,
2023-10-01,10,80일간의 세계일주,2023-09-27,"3,315","14,801","30,285,550","130,856,850",161,219,"23,072",14.4%,0.8%
2023-10-02,1,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"214,438","1,388,382","2,120,383,611","13,466,675,374","1,487","7,774","1,235,246",17.4%,40.4%
2023-10-02,2,1947 보스톤,2023-09-27,"103,455","674,280","1,005,680,952","6,490,439,775","1,240","5,180","789,168",13.1%,25.8%
2023-10-02,3,더 넌 2,2023-09-27,"44,127","239,163","473,189,716","2,478,625,116",697,"1,855","225,005",19.6%,7.4%
2023-10-02,4,거미집,2023-09-27,"28,481","253,159","285,385,171","2,437,383,759",771,"2,493","324,523",8.8%,10.6%
2023-10-02,5,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"21,713","91,177","198,564,936","833,024,709",584,"1,040","112,753",19.3%,3.7%
2023-10-02,6,잠,2023-09-06,"16,122","1,448,199","133,618,563","13,709,545,734",493,810,"91,157",17.7%,3.0%
2023-10-02,7,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"7,078","71,345","67,637,826","650,089,314",217,261,,,
2023-10-02,8,오펜하이머,2023-08-15,"6,280","3,214,280","64,111,793","34,171,020,765",134,193,"24,595",25.5%,0.8%
2023-10-02,9,가문의 영광: 리턴즈,2023-09-21,"6,105","162,547","60,951,594","1,565,149,809",294,432,"47,048",13.0%,1.5%
2023-10-02,10,80일간의 세계일주,2023-09-27,"3,976","18,777","35,453,000","166,309,850",171,235,"25,409",15.7%,0.8%
2023-10-03,1,30일,2023-10-03,"171,979","192,167","1,696,710,861","1,894,074,984","1,034","3,830","545,744",31.5%,19.4%
2023-10-03,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"124,062","1,512,444","1,229,026,336","14,695,701,710","1,184","5,237","846,141",14.7%,30.1%
2023-10-03,3,크리에이터,2023-10-03,"80,017","86,037","866,224,567","930,790,567",878,"2,866","414,804",19.3%,14.7%
2023-10-03,4,1947 보스톤,2023-09-27,"61,256","735,536","577,140,285","7,067,580,060",902,"3,224","461,692",13.3%,16.4%
2023-10-03,5,더 넌 2,2023-09-27,"23,326","262,489","245,124,453","2,723,749,569",510,913,"107,254",21.8%,3.8%
2023-10-03,6,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"17,887","109,064","160,938,787","993,963,496",446,602,"63,644",28.1%,2.3%
2023-10-03,7,거미집,2023-09-27,"12,478","265,637","122,143,244","2,559,527,003",621,"1,205","145,426",8.6%,5.2%
2023-10-03,8,드림쏭2,2023-10-03,"6,658","6,850","63,529,368","65,257,368",389,532,"59,354",11.2%,2.1%
2023-10-03,9,잠,2023-09-06,"5,534","1,453,733","46,162,280","13,755,708,014",230,310,"37,355",14.8%,1.3%
2023-10-03,10,오펜하이머,2023-08-15,"2,882","3,217,162","29,930,281","34,200,951,046",78,103,"12,446",23.2%,0.4%
2023-10-04,1,30일,2023-10-03,"42,901","235,068","406,751,515","2,300,826,499",974,"3,603","513,661",8.4%,22.5%
2023-10-04,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"25,066","1,537,510","236,122,043","14,931,823,753","1,063","4,140","668,278",3.8%,29.3%
2023-10-04,3,크리에이터,2023-10-03,"16,412","102,449","163,962,729","1,094,753,296",817,"2,453","374,605",4.4%,16.4%
2023-10-04,4,1947 보스톤,2023-09-27,"11,975","747,511","105,573,180","7,173,153,240",777,"2,274","324,740",3.7%,14.2%
2023-10-04,5,사나: 저주의 아이,2023-10-04,"7,934","8,398","67,783,200","71,031,200",188,525,,,
2023-10-04,6,더 넌 2,2023-09-27,"6,114","268,603","62,356,795","2,786,106,364",435,681,"85,087",7.2%,3.7%
2023-10-04,7,거미집,2023-09-27,"3,598","269,235","33,251,921","2,592,778,924",537,872,"107,696",3.3%,4.7%
2023-10-04,8,잠,2023-09-06,"1,202","1,454,935","9,814,434","13,765,522,448",173,226,"30,045",4.0%,1.3%
2023-10-04,9,아이유 콘서트 : 더 골든 아워,2023-09-13,699,"77,033","15,329,500","1,799,400,000",10,10,"1,455",48.0%,0.1%
2023-10-04,10,플로라 앤 썬,2023-09-22,682,"21,116","3,867,500","158,119,400",38,45,"5,898",11.6%,0.3%
2023-10-05,1,30일,2023-10-03,"41,581","276,649","393,036,384","2,693,862,883","1,034","3,804","541,052",7.7%,24.2%
2023-10-05,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"22,897","1,560,407","211,883,421","15,143,707,174","1,056","3,921","629,691",3.6%,28.1%
2023-10-05,3,1947 보스톤,2023-09-27,"13,508","761,019","115,864,652","7,289,017,892",792,"2,270","326,147",4.1%,14.6%
2023-10-05,4,크리에이터,2023-10-03,"10,926","113,375","112,807,296","1,207,560,592",799,"2,271","351,621",3.1%,15.7%
2023-10-05,5,더 넌 2,2023-09-27,"5,674","274,277","58,404,730","2,844,511,094",435,679,"84,929",6.7%,3.8%
2023-10-05,6,사나: 저주의 아이,2023-10-04,"4,528","12,926","40,619,000","111,650,200",190,490,,,
2023-10-05,7,거미집,2023-09-27,"4,151","273,386","39,231,968","2,632,010,892",553,908,"108,972",3.8%,4.9%
2023-10-05,8,화사한 그녀,2023-10-11,"1,743","1,743","12,201,000","12,201,000",6,7,"1,759",99.1%,0.1%
2023-10-05,9,잠,2023-09-06,"1,135","1,456,070","9,165,935","13,774,688,383",166,220,"27,085",4.2%,1.2%
2023-10-05,10,화란,2023-10-11,"1,000","1,963","10,000,000","20,112,600",8,8,"1,216",82.2%,0.0%
2023-10-06,1,30일,2023-10-03,"59,576","336,225","584,775,879","3,278,638,762","1,115","4,309","628,422",9.5%,26.0%
2023-10-06,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"29,672","1,590,079","289,117,999","15,432,825,173","1,066","4,068","649,383",4.6%,26.9%
2023-10-06,3,1947 보스톤,2023-09-27,"18,616","779,635","163,440,941","7,452,458,833",847,"2,337","332,264",5.6%,13.8%
2023-10-06,4,크리에이터,2023-10-03,"14,281","127,656","153,547,496","1,361,108,088",811,"2,386","366,770",3.9%,15.2%
2023-10-06,5,더 넌 2,2023-09-27,"8,916","283,193","93,752,075","2,938,263,169",460,775,"94,589",9.4%,3.9%
2023-10-06,6,사나: 저주의 아이,2023-10-04,"6,971","19,897","64,941,200","176,591,400",192,503,,,
2023-10-06,7,거미집,2023-09-27,"4,561","277,947","43,431,547","2,675,442,439",542,850,"103,709",4.4%,4.3%
2023-10-06,8,퍼피 구조대: 더 마이티 무비,2023-10-06,"1,947","9,436","17,277,534","92,033,149",292,314,"38,921",5.0%,1.6%
2023-10-06,9,잠,2023-09-06,"1,827","1,457,897","14,871,108","13,789,559,491",183,243,"29,647",6.2%,1.2%
2023-10-06,10,시수,2023-10-25,"1,436","1,436","14,244,000","14,244,000",8,8,,,
2023-10-07,1,30일,2023-10-03,"110,306","446,531","1,101,336,703","4,379,975,465","1,214","5,054","779,460",14.2%,29.0%
2023-10-07,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"45,588","1,635,667","460,363,057","15,893,188,230","1,025","4,069","619,823",7.4%,23.1%
2023-10-07,3,크리에이터,2023-10-03,"24,017","151,673","264,697,267","1,625,805,355",813,"2,396","366,730",6.6%,13.7%
2023-10-07,4,1947 보스톤,2023-09-27,"20,947","800,582","203,709,965","7,656,168,798",814,"2,134","287,738",7.3%,10.7%
2023-10-07,5,퍼피 구조대: 더 마이티 무비,2023-10-06,"17,830","27,266","168,127,351","260,160,500",499,711,"80,605",22.1%,3.0%
2023-10-07,6,더 넌 2,2023-09-27,"11,898","295,091","125,089,121","3,063,352,290",461,818,"98,555",12.1%,3.7%
2023-10-07,7,사나: 저주의 아이,2023-10-04,"7,628","27,525","80,710,700","257,302,100",199,486,,,
2023-10-07,8,화란,2023-10-11,"5,934","8,133","56,124,509","78,597,109",524,754,"103,494",5.7%,3.8%
2023-10-07,9,거미집,2023-09-27,"5,346","283,293","53,020,424","2,728,462,863",482,656,"75,472",7.1%,2.8%
2023-10-07,10,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"4,688","115,204","43,291,194","1,049,046,279",323,393,"44,077",10.6%,1.6%
2023-10-08,1,30일,2023-10-03,"173,351","619,882","1,735,314,556","6,115,290,021","1,226","5,137","788,775",22.0%,28.6%
2023-10-08,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"67,006","1,702,673","685,875,570","16,579,063,800","1,036","4,144","629,536",10.6%,22.8%
2023-10-08,3,크리에이터,2023-10-03,"37,367","189,040","408,845,388","2,034,650,743",822,"2,451","374,928",10.0%,13.6%
2023-10-08,4,1947 보스톤,2023-09-27,"28,502","829,084","274,280,795","7,930,449,593",861,"2,306","309,351",9.2%,11.2%
2023-10-08,5,퍼피 구조대: 더 마이티 무비,2023-10-06,"21,833","49,099","205,580,041","465,740,541",546,808,"92,156",23.7%,3.3%
2023-10-08,6,더 넌 2,2023-09-27,"15,487","310,578","163,879,589","3,227,231,879",476,847,"101,887",15.2%,3.7%
2023-10-08,7,화란,2023-10-11,"9,105","17,238","89,115,525","167,712,634",525,780,"107,296",8.5%,3.9%
2023-10-08,8,사나: 저주의 아이,2023-10-04,"8,575","36,100","92,180,000","349,482,100",199,497,,,
2023-10-08,9,거미집,2023-09-27,"7,163","290,456","70,064,156","2,798,527,019",517,704,"80,163",8.9%,2.9%
2023-10-08,10,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,"5,747","120,951","52,962,881","1,102,009,160",335,405,"45,404",12.7%,1.6%
2023-10-09,1,30일,2023-10-03,"154,411","774,293","1,539,147,596","7,654,437,617","1,215","4,998","776,912",19.9%,29.7%
2023-10-09,2,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,"47,683","1,750,356","476,320,565","17,055,384,365",987,"3,780","567,826",8.4%,21.7%
