검수(포함Y/제외N),유형수동태그,movieCd,제목,영문명,제작연도,개봉일,재개봉일,국적,유형,장르,등급,러닝타임,감독,미개봉여부,편입사유,요약정보
,,19560048,포화속의 십자가,A Cross In Gunfire,1956,1956-05-15,,한국,장편,"액션, 전쟁",,,이용민,,키워드:십자가,"장편 | 일반영화 | 액션, 전쟁 | 한국"
,,19590006,벤허,Ben-Hur,1959,1972-09-07,"2008-04-01, 2016-07-07, 2019-03-28",미국,장편,"드라마, 액션",전체관람가,222분 21초,윌리엄 와일러,,필수:벤허,"장편 | 예술영화 | 드라마, 액션 | 222분 21초 | 전체관람가 | 미국"
,,20080697,안녕하세요 하나님,Hello God,1987,1987-12-24,2008-05-20,한국,장편,드라마,연소자관람가,110분 0초,배창호,,키워드:하나님,장편 | 일반영화 | 드라마 | 110분 0초 | 연소자관람가 | 한국
,,19890031,89 인간시장 오 하나님,"Human Market, Oh God!",1989,1989-06-03,,한국,장편,드라마,연소자관람가,94분 0초,진유영,,키워드:하나님,장편 | 일반영화 | 드라마 | 94분 0초 | 연소자관람가 | 한국
,,19888010,시네마 천국,Cinema Paradiso,1988,1990-07-07,"2013-09-26, 2020-04-22, 2025-07-02",프랑스(1),장편,"드라마, 멜로/로맨스",전체관람가,124분 0초,쥬세페 토르나토레,,키워드:천국,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 124분 0초 | 전체관람가 | 프랑스, 이탈리아"
,,19910054,하나님이 어디 있어요,Where Is God?,1991,1991-01-01,,한국,장편,드라마,연소자관람가,82분 0초,최창규,,키워드:하나님,장편 | 일반영화 | 드라마 | 82분 0초 | 연소자관람가 | 한국
,,19910136,몬트리올 예수,Jesus Of Montreal,1989,1991-01-19,,캐나다,장편,드라마,고등학생이상관람가,137분 0초,드니 아르캉,,키워드:예수,장편 | 일반영화 | 드라마 | 137분 0초 | 고등학생이상관람가 | 캐나다
,,19910150,신묵시록,Jesus Of Nazareth,1976,1991-02-13,,미국,장편,드라마,연소자관람가,150분 0초,프랑코 제피렐리,,키워드:예수,장편 | 일반영화 | 드라마 | 150분 0초 | 연소자관람가 | 미국
,,19910027,예수천당,Jesus Heaven,1991,1991-02-23,,한국,장편,드라마,연소자관람가,110분 0초,홍의봉,,키워드:예수,장편 | 일반영화 | 드라마 | 110분 0초 | 연소자관람가 | 한국
,,19930026,부활의 노래,The Song Of Resurrection,1990,1991-03-01,,한국,장편,드라마,중학생이상관람가,92분 0초,이정국,,필수:부활; 키워드:부활,장편 | 독립영화 | 드라마 | 92분 0초 | 중학생이상관람가 | 한국
,,19930072,드라큐라,Dracula,1992,1993-01-16,,미국,장편,"공포(호러), 스릴러, 드라마, 멜로/로맨스",고등학생이상관람가,126분 0초,프란시스 포드 코폴라,,키워드:십자가,"장편 | 일반영화 | 공포(호러), 스릴러, 드라마, 멜로/로맨스 | 126분 0초 | 고등학생이상관람가 | 미국"
,,19930090,아름다운 이야기,La Belle Histoire,1993,1993-02-27,,프랑스,장편,"드라마, 멜로/로맨스, 어드벤처, 판타지",고등학생이상관람가,136분 0초,끌로드 를르슈,,키워드:예수; 키워드:그리스도; 키워드:십자가,"장편 | 일반영화 | 드라마, 멜로/로맨스, 어드벤처, 판타지 | 136분 0초 | 고등학생이상관람가 | 프랑스"
,,19950325,천국보다 낯선,Stranger Than Paradise,1984,1995-11-11,,미국,장편,드라마,15세이상관람가,89분 0초,짐 자무시,,키워드:천국,장편 | 예술영화 | 드라마 | 89분 0초 | 15세이상관람가 | 미국
,,19960109,예수 그리스도,The King Of Kings,1924,1996-03-09,,미국,장편,"드라마, 사극",연소자관람가,115분 0초,세실 B. 데밀,,키워드:예수; 키워드:그리스도,"장편 | 일반영화 | 드라마, 사극 | 115분 0초 | 연소자관람가 | 미국"
,,19970010,예수,The King Of Kings Jesus,1997,1998-02-14,,한국,장편,"사극, 애니메이션",,82분 0초,"정수용 , 김경관 , 문덕성",,키워드:예수,"장편 | 일반영화 | 사극, 애니메이션 | 82분 0초 | 모든 관람객이 관람할 수 있는 등급 | 한국"
,,19980279,이집트 왕자,,1998,1998-12-19,,미국,장편,"애니메이션, 드라마, 가족",,99분 0초,브렌다 채프먼 외,,필수(보정):프린스 오브 이집트,"장편 | 일반영화 | 애니메이션, 드라마, 가족 | 99분 0초 | 모든 관람객이 관람할 수 있는 등급 | 미국"
,,20010152,천국의 아이들,Children Of Heaven,1997,2001-03-16,2017-02-09,미국,장편,"드라마, 코미디",전체관람가,87분 40초,마지드 마지디,,키워드:천국,"장편 | 예술영화 | 드라마, 코미디 | 87분 40초 | 전체관람가 | 미국"
,,20010069,예수의 마지막 유혹,The Last Temptation Of Christ,1988,2002-01-25,,미국,장편,드라마,18세관람가,164분 0초,마틴 스코세이지,,키워드:예수,장편 | 일반영화 | 드라마 | 164분 0초 | 18세관람가 | 미국
,,20040525,패션 오브 크라이스트,The Passion Of Christ,2004,2004-04-02,"2017-04-10, 2024-09-25, 2025-04-02",미국,장편,드라마,15세관람가,126분 24초,멜 깁슨,,필수:패션 오브 크라이스트; 키워드:크라이스트,장편 | 일반영화 | 드라마 | 126분 24초 | 15세관람가 | 미국
,,20050188,사울과 다윗,Saul And David,1980,2005-07-16,,이탈리아(1),장편,"드라마, 사극, 전쟁",15세관람가,112분 0초,마르셀로 발디,,키워드:다윗,"장편 | 일반영화 | 드라마, 사극, 전쟁 | 112분 0초 | 15세관람가 | 이탈리아, 스페인"
,,20050244,마태복음,Il Vangelio Secondo Matteo,1964,2005-09-01,,이탈리아,장편,"드라마, 사극",전체관람가,133분 0초,피에르 파올로 파솔리니,,키워드:복음,"장편 | 일반영화 | 드라마, 사극 | 133분 0초 | 전체관람가 | 이탈리아"
,,20050283,"소년, 천국에 가다",A Boy Who Went To Heaven,2005,2005-11-11,,한국,장편,드라마,12세관람가,114분 0초,윤태용,,키워드:천국,장편 | 일반영화 | 드라마 | 114분 0초 | 12세관람가 | 한국
,,20090284,코렐라인,Coraline,2009,2009-05-21,2025-10-22,미국,장편,"애니메이션, 가족, 판타지, 어드벤처, 드라마",12세이상관람가,100분 39초,헨리 셀릭,,키워드:천국,"장편 | 일반영화 | 애니메이션, 가족, 판타지, 어드벤처, 드라마 | 100분 39초 | 12세이상관람가 | 미국"
,,20090429,마터스: 천국을 보는 눈,Martyrs,2008,2009-08-06,,프랑스(1),장편,"드라마, 공포(호러), 스릴러",청소년관람불가,103분 0초,파스칼 로지에,,키워드:순교,"장편 | 예술영화 | 드라마, 공포(호러), 스릴러 | 103분 0초 | 청소년관람불가 | 프랑스, 캐나다"
,,20100027,회복,Restoration,2009,2010-01-14,,한국(1),장편,다큐멘터리,12세이상관람가,94분 0초,김종철,,필수:회복,"장편 | 예술영화 | 다큐멘터리 | 94분 0초 | 12세이상관람가 | 한국, 이스라엘"
,,20100988,나를 닮은 얼굴,Resilience,2009,2010-09-30,,한국,장편,다큐멘터리,전체관람가,75분 0초,태미 추,,필수:회복,장편 | 예술영화 | 다큐멘터리 | 75분 0초 | 전체관람가 | 한국
,,20119308,안티크라이스트,Antichrist,2009,2011-04-14,,덴마크,장편,"미스터리, 드라마",청소년관람불가,108분 0초,라스 폰 트리에,,키워드:크라이스트,"장편 | 예술영화 | 미스터리, 드라마 | 108분 0초 | 청소년관람불가 | 덴마크"
,,20127494,늑대아이,Wolf Children,2012,2012-09-13,2025-10-22,일본,장편,"애니메이션, 판타지, 멜로/로맨스, 드라마, 어드벤처",전체관람가,117분 0초,호소다 마모루,,키워드:천국,"장편 | 예술영화 | 애니메이션, 판타지, 멜로/로맨스, 드라마, 어드벤처 | 117분 0초 | 전체관람가 | 일본"
,,20121821,지저스 크라이스트 슈퍼스타,Jesus Christ Superstar,2012,2012-11-22,,미국,장편,뮤지컬,12세이상관람가,104분 0초,로렌스 코너,,키워드:크라이스트,장편 | 일반영화 | 뮤지컬 | 104분 0초 | 12세이상관람가 | 미국
,,20113917,파라노만,Paranorman,2012,2013-02-07,2026-08-26,미국,장편,애니메이션,12세이상관람가,99분 39초,"샘 펠 , 크리스 버틀러",,키워드:천국,장편 | 일반영화 | 애니메이션 | 99분 39초 | 12세이상관람가 | 미국
,,20138661,케이온,K-ON,2011,2013-06-13,"2025-03-19, 2026-03-18",일본,장편,애니메이션,전체관람가,109분 57초,야마다 나오코,,키워드:천국,장편 | 일반영화 | 애니메이션 | 109분 57초 | 전체관람가 | 일본
,,20136043,신이 보낸 사람,Apostle,2014,2014-02-13,,한국,장편,드라마,15세이상관람가,112분 11초,김진무,,필수:신이 보낸 사람,장편 | 예술영화 | 드라마 | 112분 11초 | 15세이상관람가 | 한국
,,20133602,노아,,2013,2014-03-20,,미국,장편,"어드벤처, 드라마, 판타지",15세이상관람가,139분 35초,대런 아로노프스키,,필수(보정):노아,"장편 | 일반영화 | 어드벤처, 드라마, 판타지 | 139분 35초 | 15세이상관람가 | 미국"
,,20147968,선 오브 갓,Son Of God,2014,2014-04-10,2017-04-13,미국,장편,드라마,12세이상관람가,137분 52초,크리스토퍼 스펜서,,필수:선 오브 갓,장편 | 일반영화 | 드라마 | 137분 52초 | 12세이상관람가 | 미국
,,20148929,좀비스쿨,Zombie School,2014,2014-06-19,,한국,장편,"예술,독립 영화",청소년관람불가,110분 0초,김석정,,키워드:천국,"장편 | 예술,독립 영화 | 공포(호러), 액션 | 110분 0초 | 청소년관람불가 | 한국"
,,20142701,"모모세, 여기를 봐",My Pretend Girlfriend,2014,2014-10-30,,일본,장편,멜로/로맨스,전체관람가,108분 28초,야쿠모 사이지,,키워드:모세,장편 | 예술영화 | 멜로/로맨스 | 108분 28초 | 전체관람가 | 일본
,,20140842,엑소더스: 신들과 왕들,Exodus: Gods and Kings,2014,2014-12-03,,미국(2),장편,드라마,12세이상관람가,153분 31초,리들리 스콧,,필수:엑소더스: 신들과 왕들,"장편 | 일반영화 | 드라마 | 153분 31초 | 12세이상관람가 | 미국, 영국, 스페인"
,,20143842,지저스 러브스 미,Jesus Loves Me,2012,2015-02-05,,독일,장편,코미디,15세이상관람가,100분 3초,플로리안 데이비드 핏츠,,키워드:예수,장편 | 예술영화 | 코미디 | 100분 3초 | 15세이상관람가 | 독일
,,20157782,신은 죽지 않았다,GOD'S NOT DEAD,2014,2015-04-16,,미국,장편,드라마,12세이상관람가,112분 53초,해롤드 크론크,,필수:신은 죽지 않았다,장편 | 예술영화 | 드라마 | 112분 53초 | 12세이상관람가 | 미국
,,20158069,노아의 방주: 남겨진 녀석들,Ooops! Noah is Gone...,2015,2015-04-30,,독일(3),장편,애니메이션,전체관람가,86분 45초,토비 젠켈,,필수:노아; 키워드:노아,"장편 | 일반영화 | 애니메이션 | 86분 45초 | 전체관람가 | 독일, 벨기에, 룩셈부르크, 아일랜드"
,,20158951,순교,The Martyrdom,2015,2015-08-13,,한국,장편,다큐멘터리,전체관람가,83분 5초,김상철,,키워드:순교,장편 | 예술영화 | 다큐멘터리 | 83분 5초 | 전체관람가 | 한국
,,20142624,창백한 얼굴들,On The White Planet,2014,2015-09-10,,한국,장편,애니메이션,청소년관람불가,73분 15초,허범욱,,키워드:천국,장편 | 예술영화 | 애니메이션 | 73분 15초 | 청소년관람불가 | 한국
,,20161881,부활,,2016,2016-03-17,,미국,장편,드라마,12세이상관람가,107분 29초,케빈 레이놀즈,,필수(보정):부활(Risen),장편 | 일반영화 | 드라마 | 107분 29초 | 12세이상관람가 | 미국
,,20162568,신은 죽지 않았다 2,God's Not Dead 2,2016,2016-04-07,2017-04-13,미국,장편,드라마,12세이상관람가,120분 30초,해롤드 크론크,,필수:신은 죽지 않았다,장편 | 예술영화 | 드라마 | 120분 30초 | 12세이상관람가 | 미국
,,20167839,벤허,Ben-Hur,2016,2016-09-14,,미국,장편,"어드벤처, 드라마",12세이상관람가,123분 9초,티무르 베크맘베토브,,필수:벤허,"장편 | 일반영화 | 어드벤처, 드라마 | 123분 9초 | 12세이상관람가 | 미국"
,,20168743,다윗과 골리앗,David and Goliath,2016,2016-12-29,,미국,장편,"액션, 어드벤처",12세이상관람가,74분 52초,월리스 브라더스,,키워드:다윗,"장편 | 예술영화 | 액션, 어드벤처 | 74분 52초 | 12세이상관람가 | 미국"
,,20166468,사일런스,,2016,2017-02-28,,"미국, 대만, 멕시코",장편,드라마,15세이상관람가,160분 47초,마틴 스코세이지,,필수(보정):사일런스,"장편 | 예술영화 | 드라마 | 160분 47초 | 15세이상관람가 | 미국, 대만, 멕시코"
,,20170321,목소리의 형태,A SILENT VOICE: the Movie,2016,2017-05-09,2024-05-09,일본,장편,"애니메이션, 멜로/로맨스",전체관람가,129분 53초,야마다 나오코,,키워드:천국,"장편 | 일반영화 | 애니메이션, 멜로/로맨스 | 129분 53초 | 전체관람가 | 일본"
,,20176562,예수는 역사다,The Case for Christ,2017,2017-07-13,2024-03-07,미국,장편,드라마,전체관람가,113분 14초,존 건,,필수:예수는 역사다; 키워드:예수,장편 | 예술영화 | 드라마 | 113분 14초 | 전체관람가 | 미국
,,20171025,하나님 나라에는 악마가 살고 있다,SHE WHO MUST BURN,2015,2017-08-08,,캐나다,장편,공포(호러),청소년관람불가,91분 50초,래리 켄트,,키워드:하나님,장편 | 일반영화 | 공포(호러) | 91분 50초 | 청소년관람불가 | 캐나다
,,20175984,벤허: 레저렉션,In the Name of Ben Hur,2016,2017-11-30,,미국,장편,액션,15세이상관람가,84분 45초,마크 앳킨스,,필수:벤허,장편 | 예술영화 | 액션 | 84분 45초 | 15세이상관람가 | 미국
,,20186001,신은 죽지 않았다 3: 어둠 속의 빛,God's Not Dead: A Light in Darkness,2018,2018-07-19,,미국,장편,드라마,12세이상관람가,104분 34초,마이클 메이슨,,필수:신은 죽지 않았다,장편 | 예술영화 | 드라마 | 104분 34초 | 12세이상관람가 | 미국
,,20187656,적 그리스도의 날,Ave Mater,2016,2018-09-06,,스웨덴,장편,"스릴러, 액션",청소년관람불가,115분 35초,라스무스 터지티스,,키워드:그리스도,"장편 | 일반영화 | 스릴러, 액션 | 115분 35초 | 청소년관람불가 | 스웨덴"
,,20181171,바울,"Paul, Apostle Of Christ",2018,2018-10-31,,미국,장편,드라마,15세이상관람가,107분 50초,앤드류 하얏트,,필수:바울,장편 | 예술영화 | 드라마 | 107분 50초 | 15세이상관람가 | 미국
,,20183382,예수보다 낯선,Stranger than Jesus,2018,2019-04-04,,한국,장편,코미디,15세이상관람가,80분 19초,여균동,,키워드:예수,장편 | 독립영화 | 코미디 | 80분 19초 | 15세이상관람가 | 한국
,,20198597,교회오빠,A Job Who Is near Us,2019,2019-05-16,,한국,장편,"예술,독립 영화",전체관람가,84분 56초,이호경,,필수:교회오빠,"장편 | 예술,독립 영화 | 다큐멘터리 | 84분 56초 | 전체관람가 | 한국"
,,20190273,천로역정: 천국을 찾아서,The Pilgrim's Progress,2019,2019-06-13,,미국,장편,"애니메이션, 어드벤처",전체관람가,113분 27초,로버트 페르난데스,,필수:천로역정,"장편 | 예술영화 | 애니메이션, 어드벤처 | 113분 27초 | 전체관람가 | 미국"
,,20192222,사일런스,The Silence,2019,2019-07-17,,미국,장편,"공포(호러), 스릴러",15세이상관람가,90분 29초,존 R. 레오네티,,필수:사일런스,"장편 | 일반영화 | 공포(호러), 스릴러 | 90분 29초 | 15세이상관람가 | 미국"
,,20192907,나는 예수님이 싫다,Jesus,2018,2019-08-08,,일본,장편,드라마,전체관람가,76분 1초,오쿠야마 히로시,,키워드:예수,장편 | 예술영화 | 드라마 | 76분 1초 | 전체관람가 | 일본
,,20193828,북간도의 십자가,,2019,2019-10-17,,한국,장편,다큐멘터리,전체관람가,84분 25초,반태경,,키워드:십자가,장편 | 예술영화 | 다큐멘터리 | 84분 25초 | 전체관람가 | 한국
,,20185616,기도의 힘,War Room,2015,2020-04-09,,미국,장편,드라마,12세이상관람가,120분 3초,알렉스 켄드릭,,키워드:기도,장편 | 예술영화 | 드라마 | 120분 3초 | 12세이상관람가 | 미국
,,20204684,브레이크 더 사일런스: 더 무비,Break the Silence: The Movie,2020,2020-09-24,,한국,장편,다큐멘터리,전체관람가,89분 23초,박준수,,필수:사일런스,장편 | 일반영화 | 다큐멘터리 | 89분 23초 | 전체관람가 | 한국
,,20206547,극장판 바이올렛 에버가든,Violet Evergarden: The Movie,2020,2020-11-12,2024-07-03,일본,장편,"애니메이션, 드라마, 판타지",전체관람가,139분 57초,이시다테 타이치,,키워드:천국,"장편 | 예술영화 | 애니메이션, 드라마, 판타지 | 139분 57초 | 전체관람가 | 일본"
,,20209771,갈릴리 예수,Before the Wrath,2020,2020-11-26,2025-08-27,미국,장편,"다큐멘터리, 드라마",전체관람가,66분 26초,,,키워드:예수,"장편 | 일반영화 | 다큐멘터리, 드라마 | 66분 26초 | 전체관람가 | 미국"
,,20202518,베이 오브 사일런스,The Bay of Silence,2020,2021-01-14,,영국,장편,"미스터리, 스릴러",15세이상관람가,93분 11초,파울라 반 데르 우에스트,,필수:사일런스,"장편 | 예술영화 | 미스터리, 스릴러 | 93분 11초 | 15세이상관람가 | 영국"
,,20200703,극장판 귀멸의 칼날: 무한열차편,Demon Slayer: Kimetsu no Yaiba the Movie - Mugen Train,2020,2021-01-27,"2022-04-21, 2025-05-10",일본,장편,애니메이션,15세이상관람가,116분 40초,소토자키 하루오,,키워드:천국,장편 | 일반영화 | 애니메이션 | 116분 40초 | 15세이상관람가 | 일본
,,20217724,사일런스 앤드 다크니스,Silence &amp; Darkness,2020,2021-05-24,,미국,장편,"공포(호러), 스릴러",15세이상관람가,78분 29초,바락 바칸,,필수:사일런스,"장편 | 일반영화 | 공포(호러), 스릴러 | 78분 29초 | 15세이상관람가 | 미국"
,,20218227,교회 여동생 무삭제,,2020,2021-11-15,,한국,장편,멜로/로맨스,청소년관람불가,108분 18초,윤경식,,키워드:교회,장편 | 일반영화 | 멜로/로맨스 | 108분 18초 | 청소년관람불가 | 한국
,,20211366,"사비나: 그리스도를 위한 고난, 나치 시대","Sabina: Tortured for Christ, the Nazi Years",2021,2021-11-25,,미국,장편,드라마,12세이상관람가,115분 27초,존 그루터스,,키워드:그리스도,장편 | 예술영화 | 드라마 | 115분 27초 | 12세이상관람가 | 미국
,,20215801,노아의 방주 2: 새로운 세계로,Ooops! The Adventure Continues,2020,2021-12-09,,독일,장편,애니메이션,전체관람가,86분 15초,토비 젠켈,,필수:노아; 키워드:노아,장편 | 일반영화 | 애니메이션 | 86분 15초 | 전체관람가 | 독일
,,20217023,그리스도 디 오리진,The Savior,2013,2022-04-14,,기타,장편,드라마,12세이상관람가,147분 34초,,,키워드:그리스도,장편 | 예술영화 | 드라마 | 147분 34초 | 12세이상관람가 | 기타
,,20209246,리멤버 미,True North,2021,2022-06-29,,일본,장편,애니메이션,12세이상관람가,93분 56초,,,키워드:천국,장편 | 예술영화 | 애니메이션 | 93분 56초 | 12세이상관람가 | 일본
,,20226221,기도의 숨결,Their Breath,2020,2022-08-18,,프랑스,장편,다큐멘터리,전체관람가,123분 57초,"세실 베스노 , 이반 마사카",,키워드:기도,장편 | 예술영화 | 다큐멘터리 | 123분 57초 | 전체관람가 | 프랑스
,,20228462,머슴바울,,2022,2022-11-24,,한국,장편,"사극, 뮤지컬",전체관람가,71분 20초,권혁만,,필수:바울,"장편 | 독립영화 | 사극, 뮤지컬 | 71분 20초 | 전체관람가 | 한국"
,,20210848,견왕: 이누오,INU-OH,2021,2022-12-08,,일본,장편,애니메이션,12세이상관람가,97분 37초,유아사 마사아키,,키워드:천국,장편 | 예술영화 | 애니메이션 | 97분 37초 | 12세이상관람가 | 일본
,,20227555,엄마의 땅: 그리샤와 숲의 주인,Mother Land,2022,2023-01-25,,한국,장편,"예술,독립 영화",전체관람가,68분 45초,박재범,,키워드:천국,"장편 | 예술,독립 영화 | 애니메이션, 어드벤처, 판타지 | 68분 45초 | 전체관람가 | 한국"
,,20226883,여기도 사람 있어요,,2023,2023-03-01,,한국,장편,"드라마, 코미디",12세이상관람가,60분 48초,김충길,,키워드:기도,"장편 | 독립영화 | 드라마, 코미디 | 60분 48초 | 12세이상관람가 | 한국"
,,20230852,출장AS:여기도 고쳐줘요,,2022,2023-03-17,,일본,장편,"성인물(에로), 드라마, 멜로/로맨스",청소년관람불가,63분 36초,디렉터 O,,키워드:기도,"장편 | 일반영화 | 성인물(에로), 드라마, 멜로/로맨스 | 63분 36초 | 청소년관람불가 | 일본"
,,20210846,항구의 니쿠코짱!,Fortune Favors Lady Nikuko,2021,2023-04-27,,일본,장편,애니메이션,전체관람가,96분 32초,와타나베 아유무,,키워드:천국,장편 | 예술영화 | 애니메이션 | 96분 32초 | 전체관람가 | 일본
,,20228030,사슴의 왕,The Deer King,2021,2023-05-25,,일본,장편,애니메이션,12세이상관람가,113분 27초,미야지 마사유키,,키워드:천국,장편 | 예술영화 | 애니메이션 | 113분 27초 | 12세이상관람가 | 일본
,,20231895,너는 내 아들,His Only Son,2023,2023-06-28,2023-12-21,미국,장편,드라마,12세이상관람가,102분 15초,,,키워드:하나님,장편 | 일반영화 | 드라마 | 102분 15초 | 12세이상관람가 | 미국
,,20228016,"여름을 향한 터널, 이별의 출구","The Tunnel to Summer, the Exit of Goodbyes",2022,2023-09-14,,일본,장편,애니메이션,12세이상관람가,82분 44초,타구치 토모히사,,키워드:천국,장편 | 예술영화 | 애니메이션 | 82분 44초 | 12세이상관람가 | 일본
,,20209245,번개맨: 더 비기닝,Bungaeman: The Beginning,2020,2023-09-20,,한국,장편,애니메이션,전체관람가,66분 20초,"한상호 , 박성배",,키워드:천국,장편 | 독립영화 | 애니메이션 | 66분 20초 | 전체관람가 | 한국
,,20236698,유부남녀 불륜천국 오피스,,2022,2023-12-26,,한국,장편,성인물(에로),청소년관람불가,91분 13초,,,키워드:천국,장편 | 일반영화 | 성인물(에로) | 91분 13초 | 청소년관람불가 | 한국
,,20247229,"타르콥스키, 기도하는 영혼",Andery Tarkovsky. A Cinema Prayer,2019,2024-01-31,,이탈리아,장편,다큐멘터리,12세이상관람가,97분 49초,,,키워드:기도,장편 | 예술영화 | 다큐멘터리 | 97분 49초 | 12세이상관람가 | 이탈리아
,,20247219,사운드 오브 프리덤,Sound Of Freedom,2023,2024-02-21,,미국,장편,범죄,15세이상관람가,131분 13초,알레한드로 고메즈 몬테베르드,,필수:사운드 오브 프리덤,장편 | 일반영화 | 범죄 | 131분 13초 | 15세이상관람가 | 미국
,,20240194,더 초즌: 선택받은 자,The Chosen,2017,2024-05-18,,미국,장편,"드라마, 사극",12세이상관람가,114분 54초,,,필수:초즌,"장편 | 일반영화 | 드라마, 사극 | 114분 54초 | 12세이상관람가 | 미국"
,,20208911,탈출: 프로젝트 사일런스,PROJECT SILENCE,2024,2024-07-12,,한국,장편,스릴러,15세이상관람가,95분 46초,김태곤,,필수:사일런스,"장편 | 일반영화 | 스릴러 | 95분 46초 | 15세이상관람가 | 한국 | 한글자막(CC) , 화면해설(AD)"
,,20232205,우리는 천국에 갈 순 없지만 사랑은 할 수 있겠지,"No Heaven, But Love.",2022,2024-10-16,,한국,장편,"예술,독립 영화",15세이상관람가,112분 1초,한제이,,키워드:천국,"장편 | 예술,독립 영화 | 드라마 | 112분 1초 | 15세이상관람가 | 한국"
,,20245445,가사도우미-내 남편과 자도 좋아,,2024,2024-12-06,,한국,장편,"성인물(에로), 드라마, 멜로/로맨스",청소년관람불가,73분 0초,이타치,,키워드:사도,"장편 | 일반영화 | 성인물(에로), 드라마, 멜로/로맨스 | 73분 0초 | 청소년관람불가 | 한국"
,,20236314,천국은 없다,Paradise,2024,2025-06-25,,한국,장편,"예술,독립 영화",청소년관람불가,95분 37초,손승웅,,키워드:천국,"장편 | 예술,독립 영화 | 액션, 스릴러 | 95분 37초 | 청소년관람불가 | 한국"
,,20254275,킹 오브 킹스,The King of Kings,2025,2025-07-16,,한국,장편,애니메이션,전체관람가,100분 49초,장성호,,필수:킹 오브 킹스; 키워드:예수,장편 | 일반영화 | 애니메이션 | 100분 49초 | 전체관람가 | 한국
,,20256606,가사도우미의 빨간 앞치마,,2024,2025-08-24,,일본,장편,성인물(에로),청소년관람불가,63분 57초,,,키워드:사도,장편 | 일반영화 | 성인물(에로) | 63분 57초 | 청소년관람불가 | 일본
,,20257270,남편을 위해 이뻐지려고 마사지 갔다가 천국여행,,2024,2025-09-16,,일본,장편,성인물(에로),청소년관람불가,64분 35초,,,키워드:천국,장편 | 일반영화 | 성인물(에로) | 64분 35초 | 청소년관람불가 | 일본
,,20259058,신세기 에반게리온 극장판 사도신생,EVANGELION: DEATH (TRUE)2 &amp; REBIRTH,2025,2025-10-31,,일본,장편,애니메이션,15세이상관람가,99분 0초,안노 히데아키,,키워드:사도,장편 | 일반영화 | 애니메이션 | 99분 0초 | 15세이상관람가 | 일본
,,20249340,소프천국의 텐프로 치토세짱,,,2025-12-13,,일본,장편,성인물(에로),청소년관람불가,60분 11초,,,키워드:천국,장편 | 일반영화 | 성인물(에로) | 60분 11초 | 청소년관람불가 | 일본
,,20250267,가사도우미-내 남편과 자도 좋아 무삭제판,,2024,2026-01-16,,한국,장편,"성인물(에로), 드라마, 멜로/로맨스",청소년관람불가,94분 11초,이타치,,키워드:사도,"장편 | 일반영화 | 성인물(에로), 드라마, 멜로/로맨스 | 94분 11초 | 청소년관람불가 | 한국"
,,20262692,성인배우 첫 연기도전,,2025,2026-04-13,,일본,장편,성인물(에로),청소년관람불가,63분 43초,,,키워드:기도,장편 | 일반영화 | 성인물(에로) | 63분 43초 | 청소년관람불가 | 일본
,,20262902,다윗,David,2025,2026-07-10,,남아프리카공화국(1),장편,애니메이션,전체관람가,109분 30초,"필 커닝햄 , 브렌트 도스",,키워드:다윗,"장편 | 예술영화 | 애니메이션 | 109분 30초 | 전체관람가 | 남아프리카공화국, 미국"
,,20245337,10월 프레임워크 - 한스 리히터와 다다,,2024,,,기타,옴니버스,기타,,,,Y,키워드:선교,옴니버스 | 일반영화 | 기타 | 기타
,,20199276,10회 대구사회복지영화제 단편극 1,,2019,,,한국,옴니버스,드라마,,74분 0초,,Y,필수:회복,옴니버스 | 일반영화 | 드라마 | 74분 0초 | 한국
,,20199277,10회 대구사회복지영화제 단편극 2,,2019,,,한국,옴니버스,드라마,,71분 0초,,Y,필수:회복,옴니버스 | 일반영화 | 드라마 | 71분 0초 | 한국
,,20199278,10회 대구사회복지영화제 단편극 3,,2019,,,한국,옴니버스,"드라마, 애니메이션",,45분 0초,,Y,필수:회복,"옴니버스 | 일반영화 | 드라마, 애니메이션 | 45분 0초 | 한국"
,,20199309,10회 대구사회복지영화제 단편다큐,,2019,,,한국,옴니버스,다큐멘터리,,74분 0초,,Y,필수:회복,옴니버스 | 일반영화 | 다큐멘터리 | 74분 0초 | 한국
,,20199310,10회 대구사회복지영화제 페루자 +산책가,,2019,,,한국,옴니버스,애니메이션,,33분 0초,,Y,필수:회복,옴니버스 | 일반영화 | 애니메이션 | 33분 0초 | 한국
,,20199279,10회 대구사회복지영화제 평화+집,,2019,,,일본(1),옴니버스,다큐멘터리,,79분 0초,소다 카즈히로,Y,필수:회복,"옴니버스 | 일반영화 | 다큐멘터리 | 79분 0초 | 일본, 미국"
,,20174212,2017 서울프라이드영화제 플레어필름,Flare Films,2017,,,기타,옴니버스,기타,,,,Y,키워드:모세,옴니버스 | 일반영화 | 기타 | 기타
,,20233502,2023 SICFF 애니메이션경쟁1,,2023,,,기타,옴니버스,애니메이션,,,,Y,키워드:천국,옴니버스 | 일반영화 | 애니메이션 | 기타
,,20242843,2024 SICFF 애니메이션 경쟁2,,2024,,,기타,옴니버스,애니메이션,,,,Y,필수:노아; 키워드:노아,옴니버스 | 일반영화 | 애니메이션 | 기타
